Gebiet Name,GEBIET_NAME-3,Indikator Jahr,Year,Benzin,Benzin Car,Benzin Car %,Diesel,Diesel Car,Diesel Car %,Elektro,Elektro Car,Elektro Car %,Hybrid,Hybrid Car,Hybrid Car %,Motorad,Motorrad Neu,Motorradp1000,neu Pw pro 1000,Other motor car,Other motor Car %,Othermotor,PW,Pw neu,Unfall pro 1000
,Knonau,,01.01.2004,91.1,635.878,6.35878,8.9,62.122,0.62122,0,0,0,0,0,0,115,4,77.5,22.9,0,0,0,698,34,
,Knonau,,01.01.2005,90.6,645.072,6.45072,9.3,66.216,0.66216,0,0,0,0,0,0,110,10,74.9,27.9,0.712,0.00712,0.1,712,41,
,Knonau,,01.01.2006,89.2,684.164,6.84164,10.6,81.302,0.81302,0,0,0,0,0,0,120,5,79.5,25.8,0.767,0.00767,0.1,767,39,
,Knonau,,01.01.2007,87.7,696.338,6.96338,12.2,96.868,0.96868,0,0,0,0,0,0,127,3,80.5,29.2,0.794,0.00794,0.1,794,46,
,Knonau,,01.01.2008,85,680,6.8,14.5,116,1.16,0,0,0,0,0,0,131,5,77,29.4,4,0.04,0.5,800,50,
,Knonau,,01.01.2009,82.6,659.148,6.59148,16.8,134.064,1.34064,0,0,0,0,0,0,136,10,77.6,25.1,4.788,0.04788,0.6,798,44,
Knonau,Knonau,01.01.2010,01.01.2010,82.1,678.146,6.78146,17.3,142.898,1.42898,0,0,0,0,0,0,135,7,77.6,29.9,4.956,0.04956,0.6,826,52,12.2
Knonau,Knonau,01.01.2011,01.01.2011,79.9,689.537,6.89537,19.3,166.559,1.66559,0,0,0,0.1,0.863,0.00863,141,9,78.2,29.4,6.041,0.06041,0.7,863,53,9.5
Knonau,Knonau,01.01.2012,01.01.2012,75.6,718.956,7.18956,23.2,220.632,2.20632,0,0,0,0.5,4.755,0.04755,143,10,75.5,47,5.706,0.05706,0.6,951,89,12.6
Knonau,Knonau,01.01.2013,01.01.2013,75.1,730.723,7.30723,23.7,230.601,2.30601,0,0,0,0.6,5.838,0.05838,141,7,71.2,37.4,4.865,0.04865,0.5,973,74,5.5
Knonau,Knonau,01.01.2014,01.01.2014,72.1,716.674,7.16674,26.5,263.41,2.6341,0.1,0.994,0.00994,0.7,6.958,0.06958,154,12,77,30.5,5.964,0.05964,0.6,994,61,12.3
Knonau,Knonau,01.01.2015,01.01.2015,69.4,722.454,7.22454,28.8,299.808,2.99808,0.2,2.082,0.02082,1,10.41,0.1041,162,10,79.7,33.4,7.287,0.07287,0.7,1041,68,10
Knonau,Knonau,01.01.2016,01.01.2016,68.4,722.304,7.22304,29.3,309.408,3.09408,0.4,4.224,0.04224,1.3,13.728,0.13728,156,12,74.5,33,7.392,0.07392,0.7,1056,69,11.1
Knonau,Knonau,01.01.2017,01.01.2017,65.4,739.02,7.3902,31.6,357.08,3.5708,0.6,6.78,0.0678,1.7,19.21,0.1921,172,6,79.7,38.9,7.91,0.0791,0.7,1130,84,10.4
Knonau,Knonau,01.01.2018,01.01.2018,63.8,732.424,7.32424,32.8,376.544,3.76544,0.7,8.036,0.08036,1.9,21.812,0.21812,173,8,75.2,36.1,9.184,0.09184,0.8,1148,83,11
Knonau,Knonau,01.01.2019,01.01.2019,63,744.66,7.4466,33.3,393.606,3.93606,1.1,13.002,0.13002,2,23.64,0.2364,177,7,74.7,29.1,5.91,0.0591,0.5,1182,69,7.6
Knonau,Knonau,01.01.2020,01.01.2020,62.8,746.064,7.46064,33.2,394.416,3.94416,1.2,14.256,0.14256,2.3,27.324,0.27324,189,10,79.6,15.2,5.94,0.0594,0.5,1188,36,8
Knonau,Knonau,01.01.2021,01.01.2021,61.2,742.356,7.42356,30.6,371.178,3.71178,2.8,33.964,0.33964,5,60.65,0.6065,195,12,82.3,32.9,4.852,0.04852,0.4,1213,78,8.2
Knonau,Knonau,01.01.2022,01.01.2022,58.8,719.712,7.19712,28.3,346.392,3.46392,4.2,51.408,0.51408,8.2,100.368,1.00368,212,13,86.7,38.4,4.896,0.04896,0.4,1224,94,8.7
,Knonau,,01.01.2023,58.2,688.506,6.88506,28,331.24,3.3124,6.3,74.529,0.74529,7.1,83.993,0.83993,201,10,83.4,27.4,4.732,0.04732,0.4,1183,66,
,Maschwanden,,01.01.2002,93.7,272.667,2.72667,6.3,18.333,0.18333,0,0,0,0,0,0,49,0,85.1,24.3,0,0,0,291,14,
,Maschwanden,,01.01.2003,93.6,265.824,2.65824,6.4,18.176,0.18176,0,0,0,0,0,0,51,3,88.9,13.9,0,0,0,284,8,
,Maschwanden,,01.01.2004,91.4,269.63,2.6963,8.6,25.37,0.2537,0,0,0,0,0,0,52,7,90.8,19.2,0,0,0,295,11,
,Maschwanden,,01.01.2005,91.6,279.38,2.7938,8.4,25.62,0.2562,0,0,0,0,0,0,52,2,90,34.6,0,0,0,305,20,
,Maschwanden,,01.01.2006,91.1,281.499,2.81499,8.9,27.501,0.27501,0,0,0,0,0,0,42,1,72.8,12.1,0,0,0,309,7,
,Maschwanden,,01.01.2007,89.4,283.398,2.83398,10.6,33.602,0.33602,0,0,0,0,0,0,47,5,83,10.6,0,0,0,317,6,
,Maschwanden,,01.01.2008,88.4,267.852,2.67852,11.3,34.239,0.34239,0,0,0,0.3,0.909,0.00909,54,2,94.9,14.1,0,0,0,303,8,
,Maschwanden,,01.01.2009,86.5,271.61,2.7161,12.8,40.192,0.40192,0,0,0,0.6,1.884,0.01884,60,4,105.1,24.5,0,0,0,314,14,
Maschwanden,Maschwanden,01.01.2010,01.01.2010,82.7,270.429,2.70429,16.4,53.628,0.53628,0,0,0,0.9,2.943,0.02943,66,7,112.2,23.8,0,0,0,327,14,13.1
Maschwanden,Maschwanden,01.01.2011,01.01.2011,80.2,281.502,2.81502,18.6,65.286,0.65286,0,0,0,0.9,3.159,0.03159,70,4,114.4,31,1.053,0.01053,0.3,351,19,1.6
Maschwanden,Maschwanden,01.01.2012,01.01.2012,76.5,276.93,2.7693,22.1,80.002,0.80002,0,0,0,1.1,3.982,0.03982,74,3,115.4,26.5,1.086,0.01086,0.3,362,17,0
Maschwanden,Maschwanden,01.01.2013,01.01.2013,73.2,275.964,2.75964,26,98.02,0.9802,0,0,0,0.5,1.885,0.01885,85,2,132.6,39,1.131,0.01131,0.3,377,25,6
Maschwanden,Maschwanden,01.01.2014,01.01.2014,71.8,277.866,2.77866,27.1,104.877,1.04877,0,0,0,0.8,3.096,0.03096,81,0,122,18.1,1.161,0.01161,0.3,387,12,1.5
Maschwanden,Maschwanden,01.01.2015,01.01.2015,71,272.64,2.7264,27.7,106.368,1.06368,0,0,0,1,3.84,0.0384,85,2,128,18.1,1.152,0.01152,0.3,384,12,1.6
Maschwanden,Maschwanden,01.01.2016,01.01.2016,69.8,254.77,2.5477,28.6,104.39,1.0439,0,0,0,1.1,4.015,0.04015,77,4,120.7,21.9,1.825,0.01825,0.5,365,14,1.6
Maschwanden,Maschwanden,01.01.2017,01.01.2017,69,256.68,2.5668,29.4,109.368,1.09368,0,0,0,1.1,4.092,0.04092,75,8,121,27.4,1.86,0.0186,0.5,372,17,3.1
Maschwanden,Maschwanden,01.01.2018,01.01.2018,68.6,258.622,2.58622,29.3,110.461,1.10461,0.3,1.131,0.01131,1.3,4.901,0.04901,77,5,121.1,15.7,1.885,0.01885,0.5,377,10,0
Maschwanden,Maschwanden,01.01.2019,01.01.2019,66.2,252.222,2.52222,30.6,116.586,1.16586,1.1,4.191,0.04191,1.6,6.096,0.06096,71,3,109.6,23.1,1.905,0.01905,0.5,381,15,1.6
Maschwanden,Maschwanden,01.01.2020,01.01.2020,65.2,252.324,2.52324,30.6,118.422,1.18422,1.3,5.031,0.05031,2.3,8.901,0.08901,66,1,103.1,10.9,1.935,0.01935,0.5,387,7,6.3
Maschwanden,Maschwanden,01.01.2021,01.01.2021,62.4,244.608,2.44608,31.5,123.48,1.2348,2.6,10.192,0.10192,3.1,12.152,0.12152,64,2,100.6,29.9,1.96,0.0196,0.5,392,19,0
Maschwanden,Maschwanden,01.01.2022,01.01.2022,59.9,224.625,2.24625,32.1,120.375,1.20375,3.7,13.875,0.13875,3.7,13.875,0.13875,64,5,99.8,14,1.875,0.01875,0.5,375,9,7.8
,Maschwanden,,01.01.2023,60.1,232.587,2.32587,29.8,115.326,1.15326,4.7,18.189,0.18189,4.4,17.028,0.17028,62,3,96.3,18.6,3.87,0.0387,1,387,12,
,Mettmenstetten,,01.01.2002,94.8,1750.956,17.50956,5.2,96.044,0.96044,0,0,0,0,0,0,255,13,69,35.2,0,0,0,1847,130,
,Mettmenstetten,,01.01.2003,93.6,1750.32,17.5032,6.3,117.81,1.1781,0,0,0,0,0,0,268,19,71.3,28.7,1.87,0.0187,0.1,1870,108,
,Mettmenstetten,,01.01.2004,92.7,1814.139,18.14139,7.3,142.861,1.42861,0,0,0,0,0,0,281,17,74.5,29.2,1.957,0.01957,0.1,1957,110,
,Mettmenstetten,,01.01.2005,90.7,1846.652,18.46652,9.2,187.312,1.87312,0,0,0,0,0,0,284,22,72.5,33.2,2.036,0.02036,0.1,2036,130,
,Mettmenstetten,,01.01.2006,90,1836.9,18.369,9.9,202.059,2.02059,0,0,0,0.1,2.041,0.02041,292,16,73.4,26.9,2.041,0.02041,0.1,2041,107,
,Mettmenstetten,,01.01.2007,87.6,1811.568,18.11568,12.1,250.228,2.50228,0,0,0,0.2,4.136,0.04136,295,15,74.1,32.6,0,0,0,2068,130,
,Mettmenstetten,,01.01.2008,86.3,1808.848,18.08848,13.2,276.672,2.76672,0,0,0,0.3,6.288,0.06288,311,14,76.5,28.5,2.096,0.02096,0.1,2096,116,
,Mettmenstetten,,01.01.2009,84.6,1821.438,18.21438,14.7,316.491,3.16491,0,0,0,0.5,10.765,0.10765,332,12,81,26.6,4.306,0.04306,0.2,2153,109,
Mettmenstetten,Mettmenstetten,01.01.2010,01.01.2010,82.8,1769.436,17.69436,16.4,350.468,3.50468,0,0,0,0.6,12.822,0.12822,339,19,82,31.2,4.274,0.04274,0.2,2137,129,6.8
Mettmenstetten,Mettmenstetten,01.01.2011,01.01.2011,81,1843.56,18.4356,18.1,411.956,4.11956,0,0,0,0.6,13.656,0.13656,332,17,78.2,31.3,4.552,0.04552,0.2,2276,133,9.1
Mettmenstetten,Mettmenstetten,01.01.2012,01.01.2012,78.6,1895.046,18.95046,20.3,489.433,4.89433,0,0,0,0.8,19.288,0.19288,349,20,79.8,42.5,7.233,0.07233,0.3,2411,186,7.7
Mettmenstetten,Mettmenstetten,01.01.2013,01.01.2013,75.3,1820.754,18.20754,23.2,560.976,5.60976,0.1,2.418,0.02418,1,24.18,0.2418,357,21,80.9,35.1,9.672,0.09672,0.4,2418,155,4.8
Mettmenstetten,Mettmenstetten,01.01.2014,01.01.2014,73.3,1795.85,17.9585,25,612.5,6.125,0.2,4.9,0.049,1.1,26.95,0.2695,359,20,81.2,35.1,9.8,0.098,0.4,2450,155,8.7
Mettmenstetten,Mettmenstetten,01.01.2015,01.01.2015,70.5,1766.73,17.6673,27.4,686.644,6.86644,0.4,10.024,0.10024,1.3,32.578,0.32578,370,22,82.9,43,10.024,0.10024,0.4,2506,192,8.6
Mettmenstetten,Mettmenstetten,01.01.2016,01.01.2016,70.2,1822.392,18.22392,27.3,708.708,7.08708,0.6,15.576,0.15576,1.6,41.536,0.41536,385,17,82.6,30.9,7.788,0.07788,0.3,2596,144,7.4
Mettmenstetten,Mettmenstetten,01.01.2017,01.01.2017,68.4,1807.812,18.07812,28.6,755.898,7.55898,0.8,21.144,0.21144,1.7,44.931,0.44931,387,29,79.9,38.6,10.572,0.10572,0.4,2643,187,9
Mettmenstetten,Mettmenstetten,01.01.2018,01.01.2018,67.2,1800.288,18.00288,29.7,795.663,7.95663,1,26.79,0.2679,1.8,48.222,0.48222,408,22,83.9,35.8,8.037,0.08037,0.3,2679,174,4.5
Mettmenstetten,Mettmenstetten,01.01.2019,01.01.2019,67.1,1873.432,18.73432,29.3,818.056,8.18056,1.3,36.296,0.36296,2.2,61.424,0.61424,420,27,82.4,37.1,5.584,0.05584,0.2,2792,189,6.7
Mettmenstetten,Mettmenstetten,01.01.2020,01.01.2020,67.2,1940.736,19.40736,28.2,814.416,8.14416,1.6,46.208,0.46208,2.8,80.864,0.80864,447,27,86,25.8,5.776,0.05776,0.2,2888,134,5.4
Mettmenstetten,Mettmenstetten,01.01.2021,01.01.2021,64.6,1916.682,19.16682,28.5,845.595,8.45595,2.2,65.274,0.65274,4.4,130.548,1.30548,483,30,89.8,30.9,5.934,0.05934,0.2,2967,166,5.9
Mettmenstetten,Mettmenstetten,01.01.2022,01.01.2022,62.2,1841.742,18.41742,27.9,826.119,8.26119,3.4,100.674,1.00674,6.2,183.582,1.83582,472,19,84.8,25.7,5.922,0.05922,0.2,2961,143,5.9
,Mettmenstetten,,01.01.2023,60.4,1837.972,18.37972,27,821.61,8.2161,4.9,149.107,1.49107,7.6,231.268,2.31268,471,18,83.7,27.7,6.086,0.06086,0.2,3043,156,
,Obfelden,,01.01.2002,95,2093.8,20.938,5,110.2,1.102,0,0,0,0,0,0,294,20,69.7,41.3,0,0,0,2204,174,
,Obfelden,,01.01.2003,94.1,2076.787,20.76787,5.9,130.213,1.30213,0,0,0,0,0,0,285,20,67.4,30.7,0,0,0,2207,130,
,Obfelden,,01.01.2004,92.8,2132.544,21.32544,7.2,165.456,1.65456,0,0,0,0,0,0,312,25,74.1,26.8,0,0,0,2298,113,
,Obfelden,,01.01.2005,90.8,2108.376,21.08376,9.1,211.302,2.11302,0,0,0,0,0,0,352,24,81.3,32.1,0,0,0,2322,139,
,Obfelden,,01.01.2006,89.4,2120.568,21.20568,10.6,251.432,2.51432,0,0,0,0,0,0,343,17,78.8,28.9,0,0,0,2372,126,
,Obfelden,,01.01.2007,87.3,2101.311,21.01311,12.4,298.468,2.98468,0,0,0,0.2,4.814,0.04814,350,32,79.8,27.8,2.407,0.02407,0.1,2407,122,
,Obfelden,,01.01.2008,85.5,2052.855,20.52855,13.9,333.739,3.33739,0,0,0,0.3,7.203,0.07203,346,18,77.5,29.3,7.203,0.07203,0.3,2401,131,
,Obfelden,,01.01.2009,83.8,2052.262,20.52262,15.5,379.595,3.79595,0,0,0,0.3,7.347,0.07347,353,20,78,30.1,9.796,0.09796,0.4,2449,136,
Obfelden,Obfelden,01.01.2010,01.01.2010,82.7,2093.137,20.93137,16.4,415.084,4.15084,0,0,0,0.5,12.655,0.12655,366,11,78.9,33.4,10.124,0.10124,0.4,2531,155,11.5
Obfelden,Obfelden,01.01.2011,01.01.2011,81.1,2097.246,20.97246,17.8,460.308,4.60308,0,0,0,0.7,18.102,0.18102,377,23,80.5,38.4,10.344,0.10344,0.4,2586,180,12.8
Obfelden,Obfelden,01.01.2012,01.01.2012,77.7,2066.82,20.6682,21,558.6,5.586,0,0,0,0.9,23.94,0.2394,385,26,81,36.8,7.98,0.0798,0.3,2660,175,9.3
Obfelden,Obfelden,01.01.2013,01.01.2013,74.7,2021.382,20.21382,23.9,646.734,6.46734,0,0,0,0.9,24.354,0.24354,408,34,84.5,38.3,10.824,0.10824,0.4,2706,185,13.6
Obfelden,Obfelden,01.01.2014,01.01.2014,73,1992.9,19.929,25.4,693.42,6.9342,0.2,5.46,0.0546,1,27.3,0.273,409,28,84.1,32.3,10.92,0.1092,0.4,2730,157,10.2
Obfelden,Obfelden,01.01.2015,01.01.2015,70.3,1959.964,19.59964,27.7,772.276,7.72276,0.3,8.364,0.08364,1.2,33.456,0.33456,420,35,85.3,39.8,11.152,0.11152,0.4,2788,196,10.8
Obfelden,Obfelden,01.01.2016,01.01.2016,68.8,1986.256,19.86256,29.1,840.117,8.40117,0.4,11.548,0.11548,1.3,37.531,0.37531,401,26,80.1,33.6,14.435,0.14435,0.5,2887,168,11.3
Obfelden,Obfelden,01.01.2017,01.01.2017,67.8,2040.102,20.40102,30.3,911.727,9.11727,0.4,12.036,0.12036,1.2,36.108,0.36108,419,33,81.9,37.1,9.027,0.09027,0.3,3009,190,12.9
Obfelden,Obfelden,01.01.2018,01.01.2018,66.5,2100.07,21.0007,31.1,982.138,9.82138,0.6,18.948,0.18948,1.4,44.212,0.44212,433,28,81.1,38.2,9.474,0.09474,0.3,3158,204,9.9
Obfelden,Obfelden,01.01.2019,01.01.2019,65.3,2071.316,20.71316,31.6,1002.352,10.02352,1.1,34.892,0.34892,1.7,53.924,0.53924,436,42,78.1,34.8,9.516,0.09516,0.3,3172,194,11.4
Obfelden,Obfelden,01.01.2020,01.01.2020,63.9,2027.547,20.27547,32,1015.36,10.1536,1.4,44.422,0.44422,2.3,72.979,0.72979,482,36,84.2,22.5,12.692,0.12692,0.4,3173,129,7.8
Obfelden,Obfelden,01.01.2021,01.01.2021,63.5,2004.06,20.0406,30.3,956.268,9.56268,2.3,72.588,0.72588,3.7,116.772,1.16772,482,49,83.4,28,9.468,0.09468,0.3,3156,162,14.2
Obfelden,Obfelden,01.01.2022,01.01.2022,61.9,1991.942,19.91942,29.1,936.438,9.36438,3.7,119.066,1.19066,5,160.9,1.609,493,43,85.7,25.2,6.436,0.06436,0.2,3218,145,9.9
,Obfelden,,01.01.2023,60.8,2027.68,20.2768,27.8,927.13,9.2713,4.7,156.745,1.56745,6.5,216.775,2.16775,513,41,88.8,25.1,6.67,0.0667,0.2,3335,145,
,Ottenbach,,01.01.2002,96.2,1149.59,11.4959,3.8,45.41,0.4541,0,0,0,0,0,0,174,13,78.2,47.2,0,0,0,1195,105,
,Ottenbach,,01.01.2003,95.6,1154.848,11.54848,4.4,53.152,0.53152,0,0,0,0,0,0,181,7,81.3,35.9,0,0,0,1208,80,
,Ottenbach,,01.01.2004,93.9,1160.604,11.60604,6,74.16,0.7416,0,0,0,0,0,0,182,9,81.8,30.1,1.236,0.01236,0.1,1236,67,
,Ottenbach,,01.01.2005,92.3,1169.441,11.69441,7.6,96.292,0.96292,0,0,0,0,0,0,207,19,92.8,39.9,1.267,0.01267,0.1,1267,89,
,Ottenbach,,01.01.2006,90.9,1170.792,11.70792,8.9,114.632,1.14632,0,0,0,0.2,2.576,0.02576,224,7,100.6,31.4,0,0,0,1288,70,
,Ottenbach,,01.01.2007,89.7,1181.349,11.81349,10.2,134.334,1.34334,0,0,0,0.2,2.634,0.02634,227,20,100.5,35.9,0,0,0,1317,81,
,Ottenbach,,01.01.2008,86.4,1149.12,11.4912,13.2,175.56,1.7556,0,0,0,0.2,2.66,0.0266,238,17,103.7,41.4,2.66,0.0266,0.2,1330,95,
,Ottenbach,,01.01.2009,85.1,1161.615,11.61615,14.5,197.925,1.97925,0,0,0,0.2,2.73,0.0273,244,14,105.2,37.5,1.365,0.01365,0.1,1365,87,
Ottenbach,Ottenbach,01.01.2010,01.01.2010,83.3,1158.703,11.58703,16.1,223.951,2.23951,0,0,0,0.4,5.564,0.05564,242,8,101.5,38.6,1.391,0.01391,0.1,1391,92,4.1
Ottenbach,Ottenbach,01.01.2011,01.01.2011,81,1153.44,11.5344,18.3,260.592,2.60592,0,0,0,0.5,7.12,0.0712,267,8,110.7,46.8,2.848,0.02848,0.2,1424,113,5.3
Ottenbach,Ottenbach,01.01.2012,01.01.2012,77.4,1122.3,11.223,21.7,314.65,3.1465,0,0,0,0.7,10.15,0.1015,260,16,105.7,48,2.9,0.029,0.2,1450,118,5.6
Ottenbach,Ottenbach,01.01.2013,01.01.2013,74.7,1098.837,10.98837,24.2,355.982,3.55982,0,0,0,0.8,11.768,0.11768,263,9,106.1,39.1,2.942,0.02942,0.2,1471,97,6.9
Ottenbach,Ottenbach,01.01.2014,01.01.2014,73.9,1112.195,11.12195,25.2,379.26,3.7926,0.1,1.505,0.01505,0.8,12.04,0.1204,273,12,110.3,33.5,1.505,0.01505,0.1,1505,83,4.3
Ottenbach,Ottenbach,01.01.2015,01.01.2015,70.9,1106.749,11.06749,27.9,435.519,4.35519,0.1,1.561,0.01561,1,15.61,0.1561,278,19,109.4,40.1,1.561,0.01561,0.1,1561,102,3.1
Ottenbach,Ottenbach,01.01.2016,01.01.2016,70,1103.9,11.039,28.6,451.022,4.51022,0.1,1.577,0.01577,1.2,18.924,0.18924,290,22,113,35.5,1.577,0.01577,0.1,1577,91,3.1
Ottenbach,Ottenbach,01.01.2017,01.01.2017,69.7,1100.563,11.00563,28.4,448.436,4.48436,0.2,3.158,0.03158,1.7,26.843,0.26843,293,12,113.7,36.9,1.579,0.01579,0.1,1579,95,5.5
Ottenbach,Ottenbach,01.01.2018,01.01.2018,68,1060.12,10.6012,29.8,464.582,4.64582,0.5,7.795,0.07795,1.6,24.944,0.24944,302,22,118.2,39.5,1.559,0.01559,0.1,1559,101,5.9
Ottenbach,Ottenbach,01.01.2019,01.01.2019,68.1,1072.575,10.72575,28.7,452.025,4.52025,0.8,12.6,0.126,2.1,33.075,0.33075,302,15,118.3,36.4,4.725,0.04725,0.3,1575,93,5
Ottenbach,Ottenbach,01.01.2020,01.01.2020,66.9,1089.801,10.89801,27.9,454.491,4.54491,1.5,24.435,0.24435,3.5,57.015,0.57015,324,18,125,29.3,3.258,0.03258,0.2,1629,76,3.7
Ottenbach,Ottenbach,01.01.2021,01.01.2021,63.9,1072.242,10.72242,28.1,471.518,4.71518,2.6,43.628,0.43628,5.3,88.934,0.88934,321,25,118.6,32.9,3.356,0.03356,0.2,1678,89,6.2
Ottenbach,Ottenbach,01.01.2022,01.01.2022,61.6,1053.976,10.53976,27.8,475.658,4.75658,3.5,59.885,0.59885,6.7,114.637,1.14637,334,17,121.8,25.9,5.133,0.05133,0.3,1711,71,4.6
,Ottenbach,,01.01.2023,58.9,1046.653,10.46653,27.1,481.567,4.81567,4.6,81.742,0.81742,9.1,161.707,1.61707,334,10,117.3,26,5.331,0.05331,0.3,1777,74,
,Rifferswil,,01.01.2002,93.6,341.64,3.4164,6.4,23.36,0.2336,0,0,0,0,0,0,73,3,95.7,32.8,0,0,0,365,25,
,Rifferswil,,01.01.2003,91.8,342.414,3.42414,7.9,29.467,0.29467,0.3,1.119,0.01119,0,0,0,72,8,91,20.2,0,0,0,373,16,
,Rifferswil,,01.01.2004,91,359.45,3.5945,8.4,33.18,0.3318,0.3,1.185,0.01185,0,0,0,71,4,90.3,25.4,1.185,0.01185,0.3,395,20,
,Rifferswil,,01.01.2005,89.4,349.554,3.49554,10.1,39.491,0.39491,0.3,1.173,0.01173,0,0,0,76,6,94.4,26.1,1.173,0.01173,0.3,391,21,
,Rifferswil,,01.01.2006,88.8,368.52,3.6852,10.7,44.405,0.44405,0.2,0.83,0.0083,0,0,0,70,4,87.2,29.9,0.83,0.0083,0.2,415,24,
,Rifferswil,,01.01.2007,87.4,364.458,3.64458,12.3,51.291,0.51291,0.2,0.834,0.00834,0,0,0,78,9,95.9,23.4,0,0,0,417,19,
,Rifferswil,,01.01.2008,85.5,352.26,3.5226,13.5,55.62,0.5562,0.2,0.824,0.00824,0.5,2.06,0.0206,77,6,94.8,28.3,0.824,0.00824,0.2,412,23,
,Rifferswil,,01.01.2009,83.1,362.316,3.62316,15.7,68.452,0.68452,0.2,0.872,0.00872,0.7,3.052,0.03052,90,8,106.5,18.9,0.872,0.00872,0.2,436,16,
Rifferswil,Rifferswil,01.01.2010,01.01.2010,81.7,377.454,3.77454,16.8,77.616,0.77616,0.2,0.924,0.00924,1.1,5.082,0.05082,87,4,99.3,28.5,0.924,0.00924,0.2,462,25,6.7
Rifferswil,Rifferswil,01.01.2011,01.01.2011,80.9,381.039,3.81039,17.3,81.483,0.81483,0.2,0.942,0.00942,1.3,6.123,0.06123,85,8,94.4,26.7,0.942,0.00942,0.2,471,24,7.5
Rifferswil,Rifferswil,01.01.2012,01.01.2012,77.6,398.088,3.98088,20.8,106.704,1.06704,0,0,0,1.4,7.182,0.07182,97,6,104,30,1.026,0.01026,0.2,513,28,7.3
Rifferswil,Rifferswil,01.01.2013,01.01.2013,74.5,397.085,3.97085,24.4,130.052,1.30052,0,0,0,0.9,4.797,0.04797,102,5,106.6,29.3,1.066,0.01066,0.2,533,28,10.4
Rifferswil,Rifferswil,01.01.2014,01.01.2014,71.6,383.06,3.8306,26.7,142.845,1.42845,0.2,1.07,0.0107,1.1,5.885,0.05885,94,4,98,31.3,2.14,0.0214,0.4,535,30,9
Rifferswil,Rifferswil,01.01.2015,01.01.2015,70.3,393.68,3.9368,27.3,152.88,1.5288,0.4,2.24,0.0224,1.6,8.96,0.0896,94,3,94.1,32,2.24,0.0224,0.4,560,32,4.7
Rifferswil,Rifferswil,01.01.2016,01.01.2016,67.7,382.505,3.82505,29.2,164.98,1.6498,0.5,2.825,0.02825,2.1,11.865,0.11865,99,2,93.8,32.2,2.26,0.0226,0.4,565,34,10.2
Rifferswil,Rifferswil,01.01.2017,01.01.2017,66.8,384.1,3.841,30.2,173.65,1.7365,0.5,2.875,0.02875,2.1,12.075,0.12075,95,5,88.4,29.8,1.725,0.01725,0.3,575,32,8.2
Rifferswil,Rifferswil,01.01.2018,01.01.2018,66,388.74,3.8874,30.7,180.823,1.80823,0.5,2.945,0.02945,2.4,14.136,0.14136,94,4,85.8,25.5,1.767,0.01767,0.3,589,28,5.3
Rifferswil,Rifferswil,01.01.2019,01.01.2019,64.2,376.854,3.76854,30.5,179.035,1.79035,1.9,11.153,0.11153,3.1,18.197,0.18197,88,5,78.4,35.7,1.761,0.01761,0.3,587,40,4.4
Rifferswil,Rifferswil,01.01.2020,01.01.2020,63.4,386.106,3.86106,29.9,182.091,1.82091,2.6,15.834,0.15834,3.8,23.142,0.23142,91,5,80.6,19.5,1.827,0.01827,0.3,609,22,6.1
Rifferswil,Rifferswil,01.01.2021,01.01.2021,62.3,380.03,3.8003,29.3,178.73,1.7873,4,24.4,0.244,4.1,25.01,0.2501,100,10,87,21.8,1.83,0.0183,0.3,610,25,5.2
Rifferswil,Rifferswil,01.01.2022,01.01.2022,61,367.83,3.6783,27.5,165.825,1.65825,5.7,34.371,0.34371,5.7,34.371,0.34371,104,8,90.4,15.6,1.206,0.01206,0.2,603,18,9.6
,Rifferswil,,01.01.2023,59.9,369.583,3.69583,26.9,165.973,1.65973,6.8,41.956,0.41956,6,37.02,0.3702,111,6,96.5,18.3,1.851,0.01851,0.3,617,21,
,Stallikon,,01.01.2002,94.6,1660.23,16.6023,5.4,94.77,0.9477,0,0,0,0,0,0,227,14,81.2,58.3,0,0,0,1755,163,
,Stallikon,,01.01.2003,93.2,1648.708,16.48708,6.8,120.292,1.20292,0,0,0,0,0,0,233,14,82,48.2,0,0,0,1769,137,
,Stallikon,,01.01.2004,91.8,1640.466,16.40466,8.2,146.534,1.46534,0,0,0,0,0,0,232,15,81.4,48.4,0,0,0,1787,138,
,Stallikon,,01.01.2005,88.8,1585.968,15.85968,11.1,198.246,1.98246,0,0,0,0,0,0,240,13,84.6,43.4,3.572,0.03572,0.2,1786,123,
,Stallikon,,01.01.2006,87,1577.31,15.7731,12.6,228.438,2.28438,0,0,0,0.5,9.065,0.09065,260,24,93.3,51.3,0,0,0,1813,143,
,Stallikon,,01.01.2007,86.7,1575.339,15.75339,12.8,232.576,2.32576,0,0,0,0.6,10.902,0.10902,275,23,99,51.8,0,0,0,1817,144,
,Stallikon,,01.01.2008,85.5,1560.375,15.60375,13.8,251.85,2.5185,0,0,0,0.6,10.95,0.1095,291,20,103.5,41.6,1.825,0.01825,0.1,1825,117,
,Stallikon,,01.01.2009,84.7,1604.218,16.04218,14.5,274.63,2.7463,0,0,0,0.6,11.364,0.11364,314,24,109.7,46.1,1.894,0.01894,0.1,1894,132,
Stallikon,Stallikon,01.01.2010,01.01.2010,82.1,1621.475,16.21475,16.9,333.775,3.33775,0,0,0,0.9,17.775,0.17775,317,24,105,51.3,1.975,0.01975,0.1,1975,155,9.8
