GEBIET_NAME,INDIKATOR_NAME,INDIKATOR_JAHR,INDIKATOR_VALUE
Erlenbach,Gemeindebeitrag an ZVV [Fr./Einw.],1995,97
Erlenbach,Gemeindebeitrag an ZVV [Fr./Einw.],1996,107
Erlenbach,Gemeindebeitrag an ZVV [Fr./Einw.],1997,105
Erlenbach,Gemeindebeitrag an ZVV [Fr./Einw.],1998,97
Erlenbach,Gemeindebeitrag an ZVV [Fr./Einw.],1999,89
Erlenbach,Gemeindebeitrag an ZVV [Fr./Einw.],2000,94
Erlenbach,Gemeindebeitrag an ZVV [Fr./Einw.],2001,89
Erlenbach,Gemeindebeitrag an ZVV [Fr./Einw.],2002,85
Erlenbach,Gemeindebeitrag an ZVV [Fr./Einw.],2003,99
Erlenbach,Gemeindebeitrag an ZVV [Fr./Einw.],2004,101
Erlenbach,Gemeindebeitrag an ZVV [Fr./Einw.],2005,97
Erlenbach,Gemeindebeitrag an ZVV [Fr./Einw.],2006,98
Erlenbach,Gemeindebeitrag an ZVV [Fr./Einw.],2007,90
Erlenbach,Gemeindebeitrag an ZVV [Fr./Einw.],2008,103
Erlenbach,Gemeindebeitrag an ZVV [Fr./Einw.],2009,113
Erlenbach,Gemeindebeitrag an ZVV [Fr./Einw.],2010,117
Erlenbach,Gemeindebeitrag an ZVV [Fr./Einw.],2011,113
Erlenbach,Gemeindebeitrag an ZVV [Fr./Einw.],2012,115
Erlenbach,Gemeindebeitrag an ZVV [Fr./Einw.],2013,110
Erlenbach,Gemeindebeitrag an ZVV [Fr./Einw.],2014,108
Erlenbach,Gemeindebeitrag an ZVV [Fr./Einw.],2015,108
Erlenbach,Gemeindebeitrag an ZVV [Fr./Einw.],2016,109
Erlenbach,Gemeindebeitrag an ZVV [Fr./Einw.],2017,100
Erlenbach,Gemeindebeitrag an ZVV [Fr./Einw.],2018,99
Erlenbach,Gemeindebeitrag an ZVV [Fr./Einw.],2019,92
Erlenbach,Gemeindebeitrag an ZVV [Fr./Einw.],2020,113
Erlenbach,Gemeindebeitrag an ZVV [Fr./Einw.],2021,131
Herrliberg,Gemeindebeitrag an ZVV [Fr./Einw.],1994,67
Herrliberg,Gemeindebeitrag an ZVV [Fr./Einw.],1995,67
Herrliberg,Gemeindebeitrag an ZVV [Fr./Einw.],1996,75
Herrliberg,Gemeindebeitrag an ZVV [Fr./Einw.],1997,71
Herrliberg,Gemeindebeitrag an ZVV [Fr./Einw.],1998,65
Herrliberg,Gemeindebeitrag an ZVV [Fr./Einw.],1999,57
Herrliberg,Gemeindebeitrag an ZVV [Fr./Einw.],2000,63
Herrliberg,Gemeindebeitrag an ZVV [Fr./Einw.],2001,62
Herrliberg,Gemeindebeitrag an ZVV [Fr./Einw.],2002,63
Herrliberg,Gemeindebeitrag an ZVV [Fr./Einw.],2003,73
Herrliberg,Gemeindebeitrag an ZVV [Fr./Einw.],2004,74
Herrliberg,Gemeindebeitrag an ZVV [Fr./Einw.],2005,66
Herrliberg,Gemeindebeitrag an ZVV [Fr./Einw.],2006,69
Herrliberg,Gemeindebeitrag an ZVV [Fr./Einw.],2007,64
Herrliberg,Gemeindebeitrag an ZVV [Fr./Einw.],2008,72
Herrliberg,Gemeindebeitrag an ZVV [Fr./Einw.],2009,80
Herrliberg,Gemeindebeitrag an ZVV [Fr./Einw.],2010,81
Herrliberg,Gemeindebeitrag an ZVV [Fr./Einw.],2011,76
Herrliberg,Gemeindebeitrag an ZVV [Fr./Einw.],2012,77
Herrliberg,Gemeindebeitrag an ZVV [Fr./Einw.],2013,74
Herrliberg,Gemeindebeitrag an ZVV [Fr./Einw.],2014,72
Herrliberg,Gemeindebeitrag an ZVV [Fr./Einw.],2015,72
Herrliberg,Gemeindebeitrag an ZVV [Fr./Einw.],2016,73
Herrliberg,Gemeindebeitrag an ZVV [Fr./Einw.],2017,77
Herrliberg,Gemeindebeitrag an ZVV [Fr./Einw.],2018,77
Herrliberg,Gemeindebeitrag an ZVV [Fr./Einw.],2019,68
Herrliberg,Gemeindebeitrag an ZVV [Fr./Einw.],2020,80
Herrliberg,Gemeindebeitrag an ZVV [Fr./Einw.],2021,91
Hombrechtikon,Gemeindebeitrag an ZVV [Fr./Einw.],1994,57
Hombrechtikon,Gemeindebeitrag an ZVV [Fr./Einw.],1995,57
Hombrechtikon,Gemeindebeitrag an ZVV [Fr./Einw.],1996,70
Hombrechtikon,Gemeindebeitrag an ZVV [Fr./Einw.],1997,68
Hombrechtikon,Gemeindebeitrag an ZVV [Fr./Einw.],1998,61
Hombrechtikon,Gemeindebeitrag an ZVV [Fr./Einw.],1999,56
Hombrechtikon,Gemeindebeitrag an ZVV [Fr./Einw.],2000,60
Hombrechtikon,Gemeindebeitrag an ZVV [Fr./Einw.],2001,59
Hombrechtikon,Gemeindebeitrag an ZVV [Fr./Einw.],2002,54
Hombrechtikon,Gemeindebeitrag an ZVV [Fr./Einw.],2003,61
Hombrechtikon,Gemeindebeitrag an ZVV [Fr./Einw.],2004,60
Hombrechtikon,Gemeindebeitrag an ZVV [Fr./Einw.],2005,59
Hombrechtikon,Gemeindebeitrag an ZVV [Fr./Einw.],2006,60
Hombrechtikon,Gemeindebeitrag an ZVV [Fr./Einw.],2007,54
Hombrechtikon,Gemeindebeitrag an ZVV [Fr./Einw.],2008,62
Hombrechtikon,Gemeindebeitrag an ZVV [Fr./Einw.],2009,74
Hombrechtikon,Gemeindebeitrag an ZVV [Fr./Einw.],2010,77
Hombrechtikon,Gemeindebeitrag an ZVV [Fr./Einw.],2011,74
Hombrechtikon,Gemeindebeitrag an ZVV [Fr./Einw.],2012,77
Hombrechtikon,Gemeindebeitrag an ZVV [Fr./Einw.],2013,74
Hombrechtikon,Gemeindebeitrag an ZVV [Fr./Einw.],2014,69
Hombrechtikon,Gemeindebeitrag an ZVV [Fr./Einw.],2015,68
Hombrechtikon,Gemeindebeitrag an ZVV [Fr./Einw.],2016,69
Hombrechtikon,Gemeindebeitrag an ZVV [Fr./Einw.],2017,66
Hombrechtikon,Gemeindebeitrag an ZVV [Fr./Einw.],2018,66
Hombrechtikon,Gemeindebeitrag an ZVV [Fr./Einw.],2019,61
Hombrechtikon,Gemeindebeitrag an ZVV [Fr./Einw.],2020,73
Hombrechtikon,Gemeindebeitrag an ZVV [Fr./Einw.],2021,84
Küsnacht,Gemeindebeitrag an ZVV [Fr./Einw.],1994,106
Küsnacht,Gemeindebeitrag an ZVV [Fr./Einw.],1995,107
Küsnacht,Gemeindebeitrag an ZVV [Fr./Einw.],1996,124
Küsnacht,Gemeindebeitrag an ZVV [Fr./Einw.],1997,121
Küsnacht,Gemeindebeitrag an ZVV [Fr./Einw.],1998,106
Küsnacht,Gemeindebeitrag an ZVV [Fr./Einw.],1999,99
Küsnacht,Gemeindebeitrag an ZVV [Fr./Einw.],2000,111
Küsnacht,Gemeindebeitrag an ZVV [Fr./Einw.],2001,108
Küsnacht,Gemeindebeitrag an ZVV [Fr./Einw.],2002,103
Küsnacht,Gemeindebeitrag an ZVV [Fr./Einw.],2003,121
Küsnacht,Gemeindebeitrag an ZVV [Fr./Einw.],2004,120
Küsnacht,Gemeindebeitrag an ZVV [Fr./Einw.],2005,112
Küsnacht,Gemeindebeitrag an ZVV [Fr./Einw.],2006,115
Küsnacht,Gemeindebeitrag an ZVV [Fr./Einw.],2007,113
Küsnacht,Gemeindebeitrag an ZVV [Fr./Einw.],2008,128
Küsnacht,Gemeindebeitrag an ZVV [Fr./Einw.],2009,135
Küsnacht,Gemeindebeitrag an ZVV [Fr./Einw.],2010,139
Küsnacht,Gemeindebeitrag an ZVV [Fr./Einw.],2011,130
Küsnacht,Gemeindebeitrag an ZVV [Fr./Einw.],2012,133
Küsnacht,Gemeindebeitrag an ZVV [Fr./Einw.],2013,128
Küsnacht,Gemeindebeitrag an ZVV [Fr./Einw.],2014,125
Küsnacht,Gemeindebeitrag an ZVV [Fr./Einw.],2015,125
Küsnacht,Gemeindebeitrag an ZVV [Fr./Einw.],2016,128
Küsnacht,Gemeindebeitrag an ZVV [Fr./Einw.],2017,115
Küsnacht,Gemeindebeitrag an ZVV [Fr./Einw.],2018,111
Küsnacht,Gemeindebeitrag an ZVV [Fr./Einw.],2019,106
Küsnacht,Gemeindebeitrag an ZVV [Fr./Einw.],2020,128
Küsnacht,Gemeindebeitrag an ZVV [Fr./Einw.],2021,145
Männedorf,Gemeindebeitrag an ZVV [Fr./Einw.],1994,62
Männedorf,Gemeindebeitrag an ZVV [Fr./Einw.],1995,61
Männedorf,Gemeindebeitrag an ZVV [Fr./Einw.],1996,69
Männedorf,Gemeindebeitrag an ZVV [Fr./Einw.],1997,67
Männedorf,Gemeindebeitrag an ZVV [Fr./Einw.],1998,61
Männedorf,Gemeindebeitrag an ZVV [Fr./Einw.],1999,55
Männedorf,Gemeindebeitrag an ZVV [Fr./Einw.],2000,57
Männedorf,Gemeindebeitrag an ZVV [Fr./Einw.],2001,55
Männedorf,Gemeindebeitrag an ZVV [Fr./Einw.],2002,52
Männedorf,Gemeindebeitrag an ZVV [Fr./Einw.],2003,57
Männedorf,Gemeindebeitrag an ZVV [Fr./Einw.],2004,56
Männedorf,Gemeindebeitrag an ZVV [Fr./Einw.],2005,59
Männedorf,Gemeindebeitrag an ZVV [Fr./Einw.],2006,60
Männedorf,Gemeindebeitrag an ZVV [Fr./Einw.],2007,59
Männedorf,Gemeindebeitrag an ZVV [Fr./Einw.],2008,67
Männedorf,Gemeindebeitrag an ZVV [Fr./Einw.],2009,72
Männedorf,Gemeindebeitrag an ZVV [Fr./Einw.],2010,74
Männedorf,Gemeindebeitrag an ZVV [Fr./Einw.],2011,70
Männedorf,Gemeindebeitrag an ZVV [Fr./Einw.],2012,72
Männedorf,Gemeindebeitrag an ZVV [Fr./Einw.],2013,69
Männedorf,Gemeindebeitrag an ZVV [Fr./Einw.],2014,71
Männedorf,Gemeindebeitrag an ZVV [Fr./Einw.],2015,71
Männedorf,Gemeindebeitrag an ZVV [Fr./Einw.],2016,72
Männedorf,Gemeindebeitrag an ZVV [Fr./Einw.],2017,65
Männedorf,Gemeindebeitrag an ZVV [Fr./Einw.],2018,64
Männedorf,Gemeindebeitrag an ZVV [Fr./Einw.],2019,60
Männedorf,Gemeindebeitrag an ZVV [Fr./Einw.],2020,73
Männedorf,Gemeindebeitrag an ZVV [Fr./Einw.],2021,84
Meilen,Gemeindebeitrag an ZVV [Fr./Einw.],1994,71
Meilen,Gemeindebeitrag an ZVV [Fr./Einw.],1995,72
Meilen,Gemeindebeitrag an ZVV [Fr./Einw.],1996,80
Meilen,Gemeindebeitrag an ZVV [Fr./Einw.],1997,78
Meilen,Gemeindebeitrag an ZVV [Fr./Einw.],1998,71
Meilen,Gemeindebeitrag an ZVV [Fr./Einw.],1999,64
Meilen,Gemeindebeitrag an ZVV [Fr./Einw.],2000,68
Meilen,Gemeindebeitrag an ZVV [Fr./Einw.],2001,66
Meilen,Gemeindebeitrag an ZVV [Fr./Einw.],2002,67
Meilen,Gemeindebeitrag an ZVV [Fr./Einw.],2003,80
Meilen,Gemeindebeitrag an ZVV [Fr./Einw.],2004,80
Meilen,Gemeindebeitrag an ZVV [Fr./Einw.],2005,77
Meilen,Gemeindebeitrag an ZVV [Fr./Einw.],2006,78
Meilen,Gemeindebeitrag an ZVV [Fr./Einw.],2007,75
Meilen,Gemeindebeitrag an ZVV [Fr./Einw.],2008,85
Meilen,Gemeindebeitrag an ZVV [Fr./Einw.],2009,96
Meilen,Gemeindebeitrag an ZVV [Fr./Einw.],2010,99
Meilen,Gemeindebeitrag an ZVV [Fr./Einw.],2011,92
Meilen,Gemeindebeitrag an ZVV [Fr./Einw.],2012,93
Meilen,Gemeindebeitrag an ZVV [Fr./Einw.],2013,89
Meilen,Gemeindebeitrag an ZVV [Fr./Einw.],2014,84
Meilen,Gemeindebeitrag an ZVV [Fr./Einw.],2015,85
Meilen,Gemeindebeitrag an ZVV [Fr./Einw.],2016,84
Meilen,Gemeindebeitrag an ZVV [Fr./Einw.],2017,79
Meilen,Gemeindebeitrag an ZVV [Fr./Einw.],2018,78
Meilen,Gemeindebeitrag an ZVV [Fr./Einw.],2019,74
Meilen,Gemeindebeitrag an ZVV [Fr./Einw.],2020,91
Meilen,Gemeindebeitrag an ZVV [Fr./Einw.],2021,104
Oetwil a.S.,Gemeindebeitrag an ZVV [Fr./Einw.],1994,43
Oetwil a.S.,Gemeindebeitrag an ZVV [Fr./Einw.],1995,43
Oetwil a.S.,Gemeindebeitrag an ZVV [Fr./Einw.],1996,48
Oetwil a.S.,Gemeindebeitrag an ZVV [Fr./Einw.],1997,46
Oetwil a.S.,Gemeindebeitrag an ZVV [Fr./Einw.],1998,37
Oetwil a.S.,Gemeindebeitrag an ZVV [Fr./Einw.],1999,33
Oetwil a.S.,Gemeindebeitrag an ZVV [Fr./Einw.],2000,36
Oetwil a.S.,Gemeindebeitrag an ZVV [Fr./Einw.],2001,35
Oetwil a.S.,Gemeindebeitrag an ZVV [Fr./Einw.],2002,18
Oetwil a.S.,Gemeindebeitrag an ZVV [Fr./Einw.],2003,44
Oetwil a.S.,Gemeindebeitrag an ZVV [Fr./Einw.],2004,43
Oetwil a.S.,Gemeindebeitrag an ZVV [Fr./Einw.],2005,41
Oetwil a.S.,Gemeindebeitrag an ZVV [Fr./Einw.],2006,42
Oetwil a.S.,Gemeindebeitrag an ZVV [Fr./Einw.],2007,42
Oetwil a.S.,Gemeindebeitrag an ZVV [Fr./Einw.],2008,48
Oetwil a.S.,Gemeindebeitrag an ZVV [Fr./Einw.],2009,52
Oetwil a.S.,Gemeindebeitrag an ZVV [Fr./Einw.],2010,55
Oetwil a.S.,Gemeindebeitrag an ZVV [Fr./Einw.],2011,57
Oetwil a.S.,Gemeindebeitrag an ZVV [Fr./Einw.],2012,56
Oetwil a.S.,Gemeindebeitrag an ZVV [Fr./Einw.],2013,54
Oetwil a.S.,Gemeindebeitrag an ZVV [Fr./Einw.],2014,57
Oetwil a.S.,Gemeindebeitrag an ZVV [Fr./Einw.],2015,58
Oetwil a.S.,Gemeindebeitrag an ZVV [Fr./Einw.],2016,58
Oetwil a.S.,Gemeindebeitrag an ZVV [Fr./Einw.],2017,54
Oetwil a.S.,Gemeindebeitrag an ZVV [Fr./Einw.],2018,54
Oetwil a.S.,Gemeindebeitrag an ZVV [Fr./Einw.],2019,50
Oetwil a.S.,Gemeindebeitrag an ZVV [Fr./Einw.],2020,59
Oetwil a.S.,Gemeindebeitrag an ZVV [Fr./Einw.],2021,69
Stäfa,Gemeindebeitrag an ZVV [Fr./Einw.],1994,87
Stäfa,Gemeindebeitrag an ZVV [Fr./Einw.],1995,87
Stäfa,Gemeindebeitrag an ZVV [Fr./Einw.],1996,91
Stäfa,Gemeindebeitrag an ZVV [Fr./Einw.],1997,87
Stäfa,Gemeindebeitrag an ZVV [Fr./Einw.],1998,78
Stäfa,Gemeindebeitrag an ZVV [Fr./Einw.],1999,70
Stäfa,Gemeindebeitrag an ZVV [Fr./Einw.],2000,73
Stäfa,Gemeindebeitrag an ZVV [Fr./Einw.],2001,71
Stäfa,Gemeindebeitrag an ZVV [Fr./Einw.],2002,72
Stäfa,Gemeindebeitrag an ZVV [Fr./Einw.],2003,77
Stäfa,Gemeindebeitrag an ZVV [Fr./Einw.],2004,75
Stäfa,Gemeindebeitrag an ZVV [Fr./Einw.],2005,66
Stäfa,Gemeindebeitrag an ZVV [Fr./Einw.],2006,66
Stäfa,Gemeindebeitrag an ZVV [Fr./Einw.],2007,65
Stäfa,Gemeindebeitrag an ZVV [Fr./Einw.],2008,74
Stäfa,Gemeindebeitrag an ZVV [Fr./Einw.],2009,81
Stäfa,Gemeindebeitrag an ZVV [Fr./Einw.],2010,83
Stäfa,Gemeindebeitrag an ZVV [Fr./Einw.],2011,76
Stäfa,Gemeindebeitrag an ZVV [Fr./Einw.],2012,78
Stäfa,Gemeindebeitrag an ZVV [Fr./Einw.],2013,75
Stäfa,Gemeindebeitrag an ZVV [Fr./Einw.],2014,69
Stäfa,Gemeindebeitrag an ZVV [Fr./Einw.],2015,70
Stäfa,Gemeindebeitrag an ZVV [Fr./Einw.],2016,71
Stäfa,Gemeindebeitrag an ZVV [Fr./Einw.],2017,66
Stäfa,Gemeindebeitrag an ZVV [Fr./Einw.],2018,65
Stäfa,Gemeindebeitrag an ZVV [Fr./Einw.],2019,61
Stäfa,Gemeindebeitrag an ZVV [Fr./Einw.],2020,74
Stäfa,Gemeindebeitrag an ZVV [Fr./Einw.],2021,86
Uetikon a.S.,Gemeindebeitrag an ZVV [Fr./Einw.],1994,60
Uetikon a.S.,Gemeindebeitrag an ZVV [Fr./Einw.],1995,59
Uetikon a.S.,Gemeindebeitrag an ZVV [Fr./Einw.],1996,64
Uetikon a.S.,Gemeindebeitrag an ZVV [Fr./Einw.],1997,59
Uetikon a.S.,Gemeindebeitrag an ZVV [Fr./Einw.],1998,49
Uetikon a.S.,Gemeindebeitrag an ZVV [Fr./Einw.],1999,43
Uetikon a.S.,Gemeindebeitrag an ZVV [Fr./Einw.],2000,47
Uetikon a.S.,Gemeindebeitrag an ZVV [Fr./Einw.],2001,44
Uetikon a.S.,Gemeindebeitrag an ZVV [Fr./Einw.],2002,41
Uetikon a.S.,Gemeindebeitrag an ZVV [Fr./Einw.],2003,54
Uetikon a.S.,Gemeindebeitrag an ZVV [Fr./Einw.],2004,53
Uetikon a.S.,Gemeindebeitrag an ZVV [Fr./Einw.],2005,59
Uetikon a.S.,Gemeindebeitrag an ZVV [Fr./Einw.],2006,61
Uetikon a.S.,Gemeindebeitrag an ZVV [Fr./Einw.],2007,59
Uetikon a.S.,Gemeindebeitrag an ZVV [Fr./Einw.],2008,67
Uetikon a.S.,Gemeindebeitrag an ZVV [Fr./Einw.],2009,71
Uetikon a.S.,Gemeindebeitrag an ZVV [Fr./Einw.],2010,74
Uetikon a.S.,Gemeindebeitrag an ZVV [Fr./Einw.],2011,72
Uetikon a.S.,Gemeindebeitrag an ZVV [Fr./Einw.],2012,74
Uetikon a.S.,Gemeindebeitrag an ZVV [Fr./Einw.],2013,70
Uetikon a.S.,Gemeindebeitrag an ZVV [Fr./Einw.],2014,68
Uetikon a.S.,Gemeindebeitrag an ZVV [Fr./Einw.],2015,68
Uetikon a.S.,Gemeindebeitrag an ZVV [Fr./Einw.],2016,69
Uetikon a.S.,Gemeindebeitrag an ZVV [Fr./Einw.],2017,65
Uetikon a.S.,Gemeindebeitrag an ZVV [Fr./Einw.],2018,65
Uetikon a.S.,Gemeindebeitrag an ZVV [Fr./Einw.],2019,60
Uetikon a.S.,Gemeindebeitrag an ZVV [Fr./Einw.],2020,74
Uetikon a.S.,Gemeindebeitrag an ZVV [Fr./Einw.],2021,85
Zumikon,Gemeindebeitrag an ZVV [Fr./Einw.],1994,96
Zumikon,Gemeindebeitrag an ZVV [Fr./Einw.],1995,97
Zumikon,Gemeindebeitrag an ZVV [Fr./Einw.],1996,108
Zumikon,Gemeindebeitrag an ZVV [Fr./Einw.],1997,105
Zumikon,Gemeindebeitrag an ZVV [Fr./Einw.],1998,93
Zumikon,Gemeindebeitrag an ZVV [Fr./Einw.],1999,85
Zumikon,Gemeindebeitrag an ZVV [Fr./Einw.],2000,82
Zumikon,Gemeindebeitrag an ZVV [Fr./Einw.],2001,81
Zumikon,Gemeindebeitrag an ZVV [Fr./Einw.],2002,83
Zumikon,Gemeindebeitrag an ZVV [Fr./Einw.],2003,89
Zumikon,Gemeindebeitrag an ZVV [Fr./Einw.],2004,89
Zumikon,Gemeindebeitrag an ZVV [Fr./Einw.],2005,82
Zumikon,Gemeindebeitrag an ZVV [Fr./Einw.],2006,83
Zumikon,Gemeindebeitrag an ZVV [Fr./Einw.],2007,80
Zumikon,Gemeindebeitrag an ZVV [Fr./Einw.],2008,91
Zumikon,Gemeindebeitrag an ZVV [Fr./Einw.],2009,98
Zumikon,Gemeindebeitrag an ZVV [Fr./Einw.],2010,101
Zumikon,Gemeindebeitrag an ZVV [Fr./Einw.],2011,93
Zumikon,Gemeindebeitrag an ZVV [Fr./Einw.],2012,95
Zumikon,Gemeindebeitrag an ZVV [Fr./Einw.],2013,91
Zumikon,Gemeindebeitrag an ZVV [Fr./Einw.],2014,93
Zumikon,Gemeindebeitrag an ZVV [Fr./Einw.],2015,95
Zumikon,Gemeindebeitrag an ZVV [Fr./Einw.],2016,96
Zumikon,Gemeindebeitrag an ZVV [Fr./Einw.],2017,88
Zumikon,Gemeindebeitrag an ZVV [Fr./Einw.],2018,89
Zumikon,Gemeindebeitrag an ZVV [Fr./Einw.],2019,83
Zumikon,Gemeindebeitrag an ZVV [Fr./Einw.],2020,96
Zumikon,Gemeindebeitrag an ZVV [Fr./Einw.],2021,109
Zollikon,Gemeindebeitrag an ZVV [Fr./Einw.],1994,107
Zollikon,Gemeindebeitrag an ZVV [Fr./Einw.],1995,108
Zollikon,Gemeindebeitrag an ZVV [Fr./Einw.],1996,120
Zollikon,Gemeindebeitrag an ZVV [Fr./Einw.],1997,117
Zollikon,Gemeindebeitrag an ZVV [Fr./Einw.],1998,104
Zollikon,Gemeindebeitrag an ZVV [Fr./Einw.],1999,96
Zollikon,Gemeindebeitrag an ZVV [Fr./Einw.],2000,98
Zollikon,Gemeindebeitrag an ZVV [Fr./Einw.],2001,96
Zollikon,Gemeindebeitrag an ZVV [Fr./Einw.],2002,92
Zollikon,Gemeindebeitrag an ZVV [Fr./Einw.],2003,104
Zollikon,Gemeindebeitrag an ZVV [Fr./Einw.],2004,103
Zollikon,Gemeindebeitrag an ZVV [Fr./Einw.],2005,100
Zollikon,Gemeindebeitrag an ZVV [Fr./Einw.],2006,104
Zollikon,Gemeindebeitrag an ZVV [Fr./Einw.],2007,96
Zollikon,Gemeindebeitrag an ZVV [Fr./Einw.],2008,109
Zollikon,Gemeindebeitrag an ZVV [Fr./Einw.],2009,120
Zollikon,Gemeindebeitrag an ZVV [Fr./Einw.],2010,126
Zollikon,Gemeindebeitrag an ZVV [Fr./Einw.],2011,115
Zollikon,Gemeindebeitrag an ZVV [Fr./Einw.],2012,117
Zollikon,Gemeindebeitrag an ZVV [Fr./Einw.],2013,112
Zollikon,Gemeindebeitrag an ZVV [Fr./Einw.],2014,110
Zollikon,Gemeindebeitrag an ZVV [Fr./Einw.],2015,110
Zollikon,Gemeindebeitrag an ZVV [Fr./Einw.],2016,111
Zollikon,Gemeindebeitrag an ZVV [Fr./Einw.],2017,103
Zollikon,Gemeindebeitrag an ZVV [Fr./Einw.],2018,102
Zollikon,Gemeindebeitrag an ZVV [Fr./Einw.],2019,95
Zollikon,Gemeindebeitrag an ZVV [Fr./Einw.],2020,112
Zollikon,Gemeindebeitrag an ZVV [Fr./Einw.],2021,127
Bauma (bis 2014),Gemeindebeitrag an ZVV [Fr./Einw.],1994,48
Bauma (bis 2014),Gemeindebeitrag an ZVV [Fr./Einw.],1995,47
Bauma (bis 2014),Gemeindebeitrag an ZVV [Fr./Einw.],1996,52
Bauma (bis 2014),Gemeindebeitrag an ZVV [Fr./Einw.],1997,50
Bauma (bis 2014),Gemeindebeitrag an ZVV [Fr./Einw.],1998,45
Bauma (bis 2014),Gemeindebeitrag an ZVV [Fr./Einw.],1999,42
Bauma (bis 2014),Gemeindebeitrag an ZVV [Fr./Einw.],2000,47
Bauma (bis 2014),Gemeindebeitrag an ZVV [Fr./Einw.],2001,47
Bauma (bis 2014),Gemeindebeitrag an ZVV [Fr./Einw.],2002,45
Bauma (bis 2014),Gemeindebeitrag an ZVV [Fr./Einw.],2003,49
Bauma (bis 2014),Gemeindebeitrag an ZVV [Fr./Einw.],2004,49
Bauma (bis 2014),Gemeindebeitrag an ZVV [Fr./Einw.],2005,48
Bauma (bis 2014),Gemeindebeitrag an ZVV [Fr./Einw.],2006,50
Bauma (bis 2014),Gemeindebeitrag an ZVV [Fr./Einw.],2007,48
Bauma (bis 2014),Gemeindebeitrag an ZVV [Fr./Einw.],2008,55
Bauma (bis 2014),Gemeindebeitrag an ZVV [Fr./Einw.],2009,66
Bauma (bis 2014),Gemeindebeitrag an ZVV [Fr./Einw.],2010,69
Bauma (bis 2014),Gemeindebeitrag an ZVV [Fr./Einw.],2011,65
Bauma (bis 2014),Gemeindebeitrag an ZVV [Fr./Einw.],2012,66
Bauma (bis 2014),Gemeindebeitrag an ZVV [Fr./Einw.],2013,64
Bauma (bis 2014),Gemeindebeitrag an ZVV [Fr./Einw.],2014,67
Fehraltorf,Gemeindebeitrag an ZVV [Fr./Einw.],1994,57
Fehraltorf,Gemeindebeitrag an ZVV [Fr./Einw.],1995,54
Fehraltorf,Gemeindebeitrag an ZVV [Fr./Einw.],1996,62
Fehraltorf,Gemeindebeitrag an ZVV [Fr./Einw.],1997,59
Fehraltorf,Gemeindebeitrag an ZVV [Fr./Einw.],1998,55
Fehraltorf,Gemeindebeitrag an ZVV [Fr./Einw.],1999,50
Fehraltorf,Gemeindebeitrag an ZVV [Fr./Einw.],2000,47
Fehraltorf,Gemeindebeitrag an ZVV [Fr./Einw.],2001,46
Fehraltorf,Gemeindebeitrag an ZVV [Fr./Einw.],2002,44
Fehraltorf,Gemeindebeitrag an ZVV [Fr./Einw.],2003,49
Fehraltorf,Gemeindebeitrag an ZVV [Fr./Einw.],2004,48
Fehraltorf,Gemeindebeitrag an ZVV [Fr./Einw.],2005,47
Fehraltorf,Gemeindebeitrag an ZVV [Fr./Einw.],2006,46
Fehraltorf,Gemeindebeitrag an ZVV [Fr./Einw.],2007,45
Fehraltorf,Gemeindebeitrag an ZVV [Fr./Einw.],2008,50
Fehraltorf,Gemeindebeitrag an ZVV [Fr./Einw.],2009,55
Fehraltorf,Gemeindebeitrag an ZVV [Fr./Einw.],2010,53
Fehraltorf,Gemeindebeitrag an ZVV [Fr./Einw.],2011,49
Fehraltorf,Gemeindebeitrag an ZVV [Fr./Einw.],2012,50
Fehraltorf,Gemeindebeitrag an ZVV [Fr./Einw.],2013,46
Fehraltorf,Gemeindebeitrag an ZVV [Fr./Einw.],2014,47
Fehraltorf,Gemeindebeitrag an ZVV [Fr./Einw.],2015,47
Fehraltorf,Gemeindebeitrag an ZVV [Fr./Einw.],2016,48
Fehraltorf,Gemeindebeitrag an ZVV [Fr./Einw.],2017,50
Fehraltorf,Gemeindebeitrag an ZVV [Fr./Einw.],2018,50
Fehraltorf,Gemeindebeitrag an ZVV [Fr./Einw.],2019,47
Fehraltorf,Gemeindebeitrag an ZVV [Fr./Einw.],2020,58
Fehraltorf,Gemeindebeitrag an ZVV [Fr./Einw.],2021,66
Hittnau,Gemeindebeitrag an ZVV [Fr./Einw.],1994,31
Hittnau,Gemeindebeitrag an ZVV [Fr./Einw.],1995,30
Hittnau,Gemeindebeitrag an ZVV [Fr./Einw.],1996,34
Hittnau,Gemeindebeitrag an ZVV [Fr./Einw.],1997,31
Hittnau,Gemeindebeitrag an ZVV [Fr./Einw.],1998,27
Hittnau,Gemeindebeitrag an ZVV [Fr./Einw.],1999,24
Hittnau,Gemeindebeitrag an ZVV [Fr./Einw.],2000,24
Hittnau,Gemeindebeitrag an ZVV [Fr./Einw.],2001,23
Hittnau,Gemeindebeitrag an ZVV [Fr./Einw.],2002,23
Hittnau,Gemeindebeitrag an ZVV [Fr./Einw.],2003,26
Hittnau,Gemeindebeitrag an ZVV [Fr./Einw.],2004,25
Hittnau,Gemeindebeitrag an ZVV [Fr./Einw.],2005,25
Hittnau,Gemeindebeitrag an ZVV [Fr./Einw.],2006,25
Hittnau,Gemeindebeitrag an ZVV [Fr./Einw.],2007,24
Hittnau,Gemeindebeitrag an ZVV [Fr./Einw.],2008,27
Hittnau,Gemeindebeitrag an ZVV [Fr./Einw.],2009,31
Hittnau,Gemeindebeitrag an ZVV [Fr./Einw.],2010,32
