GEBIET_NAME,INDIKATOR_NAME,INDIKATOR_JAHR,INDIKATOR_VALUE
Dietlikon,Gemeindebeitrag an ZVV [Fr./Einw.],2004,70
Dietlikon,Gemeindebeitrag an ZVV [Fr./Einw.],2005,68
Dietlikon,Gemeindebeitrag an ZVV [Fr./Einw.],2006,68
Dietlikon,Gemeindebeitrag an ZVV [Fr./Einw.],2007,62
Dietlikon,Gemeindebeitrag an ZVV [Fr./Einw.],2008,71
Dietlikon,Gemeindebeitrag an ZVV [Fr./Einw.],2009,76
Dietlikon,Gemeindebeitrag an ZVV [Fr./Einw.],2010,79
Dietlikon,Gemeindebeitrag an ZVV [Fr./Einw.],2011,81
Dietlikon,Gemeindebeitrag an ZVV [Fr./Einw.],2012,84
Dietlikon,Gemeindebeitrag an ZVV [Fr./Einw.],2013,80
Dietlikon,Gemeindebeitrag an ZVV [Fr./Einw.],2014,77
Dietlikon,Gemeindebeitrag an ZVV [Fr./Einw.],2015,75
Dietlikon,Gemeindebeitrag an ZVV [Fr./Einw.],2016,76
Dietlikon,Gemeindebeitrag an ZVV [Fr./Einw.],2017,78
Dietlikon,Gemeindebeitrag an ZVV [Fr./Einw.],2018,77
Dietlikon,Gemeindebeitrag an ZVV [Fr./Einw.],2019,72
Dietlikon,Gemeindebeitrag an ZVV [Fr./Einw.],2020,94
Dietlikon,Gemeindebeitrag an ZVV [Fr./Einw.],2021,108
Eglisau,Gemeindebeitrag an ZVV [Fr./Einw.],1994,68
Eglisau,Gemeindebeitrag an ZVV [Fr./Einw.],1995,68
Eglisau,Gemeindebeitrag an ZVV [Fr./Einw.],1996,77
Eglisau,Gemeindebeitrag an ZVV [Fr./Einw.],1997,75
Eglisau,Gemeindebeitrag an ZVV [Fr./Einw.],1998,70
Eglisau,Gemeindebeitrag an ZVV [Fr./Einw.],1999,64
Eglisau,Gemeindebeitrag an ZVV [Fr./Einw.],2000,58
Eglisau,Gemeindebeitrag an ZVV [Fr./Einw.],2001,55
Eglisau,Gemeindebeitrag an ZVV [Fr./Einw.],2002,55
Eglisau,Gemeindebeitrag an ZVV [Fr./Einw.],2003,71
Eglisau,Gemeindebeitrag an ZVV [Fr./Einw.],2004,71
Eglisau,Gemeindebeitrag an ZVV [Fr./Einw.],2005,67
Eglisau,Gemeindebeitrag an ZVV [Fr./Einw.],2006,68
Eglisau,Gemeindebeitrag an ZVV [Fr./Einw.],2007,64
Eglisau,Gemeindebeitrag an ZVV [Fr./Einw.],2008,71
Eglisau,Gemeindebeitrag an ZVV [Fr./Einw.],2009,76
Eglisau,Gemeindebeitrag an ZVV [Fr./Einw.],2010,75
Eglisau,Gemeindebeitrag an ZVV [Fr./Einw.],2011,71
Eglisau,Gemeindebeitrag an ZVV [Fr./Einw.],2012,70
Eglisau,Gemeindebeitrag an ZVV [Fr./Einw.],2013,64
Eglisau,Gemeindebeitrag an ZVV [Fr./Einw.],2014,67
Eglisau,Gemeindebeitrag an ZVV [Fr./Einw.],2015,68
Eglisau,Gemeindebeitrag an ZVV [Fr./Einw.],2016,68
Eglisau,Gemeindebeitrag an ZVV [Fr./Einw.],2017,69
Eglisau,Gemeindebeitrag an ZVV [Fr./Einw.],2018,70
Eglisau,Gemeindebeitrag an ZVV [Fr./Einw.],2019,66
Eglisau,Gemeindebeitrag an ZVV [Fr./Einw.],2020,78
Eglisau,Gemeindebeitrag an ZVV [Fr./Einw.],2021,88
Embrach,Gemeindebeitrag an ZVV [Fr./Einw.],1994,44
Embrach,Gemeindebeitrag an ZVV [Fr./Einw.],1995,44
Embrach,Gemeindebeitrag an ZVV [Fr./Einw.],1996,50
Embrach,Gemeindebeitrag an ZVV [Fr./Einw.],1997,49
Embrach,Gemeindebeitrag an ZVV [Fr./Einw.],1998,46
Embrach,Gemeindebeitrag an ZVV [Fr./Einw.],1999,41
Embrach,Gemeindebeitrag an ZVV [Fr./Einw.],2000,37
Embrach,Gemeindebeitrag an ZVV [Fr./Einw.],2001,36
Embrach,Gemeindebeitrag an ZVV [Fr./Einw.],2002,34
Embrach,Gemeindebeitrag an ZVV [Fr./Einw.],2003,38
Embrach,Gemeindebeitrag an ZVV [Fr./Einw.],2004,37
Embrach,Gemeindebeitrag an ZVV [Fr./Einw.],2005,43
Embrach,Gemeindebeitrag an ZVV [Fr./Einw.],2006,43
Embrach,Gemeindebeitrag an ZVV [Fr./Einw.],2007,36
Embrach,Gemeindebeitrag an ZVV [Fr./Einw.],2008,41
Embrach,Gemeindebeitrag an ZVV [Fr./Einw.],2009,46
Embrach,Gemeindebeitrag an ZVV [Fr./Einw.],2010,48
Embrach,Gemeindebeitrag an ZVV [Fr./Einw.],2011,48
Embrach,Gemeindebeitrag an ZVV [Fr./Einw.],2012,50
Embrach,Gemeindebeitrag an ZVV [Fr./Einw.],2013,48
Embrach,Gemeindebeitrag an ZVV [Fr./Einw.],2014,49
Embrach,Gemeindebeitrag an ZVV [Fr./Einw.],2015,49
Embrach,Gemeindebeitrag an ZVV [Fr./Einw.],2016,49
Embrach,Gemeindebeitrag an ZVV [Fr./Einw.],2017,57
Embrach,Gemeindebeitrag an ZVV [Fr./Einw.],2018,56
Embrach,Gemeindebeitrag an ZVV [Fr./Einw.],2019,53
Embrach,Gemeindebeitrag an ZVV [Fr./Einw.],2020,61
Embrach,Gemeindebeitrag an ZVV [Fr./Einw.],2021,69
Freienstein-Teufen,Gemeindebeitrag an ZVV [Fr./Einw.],1994,38
Freienstein-Teufen,Gemeindebeitrag an ZVV [Fr./Einw.],1995,37
Freienstein-Teufen,Gemeindebeitrag an ZVV [Fr./Einw.],1996,39
Freienstein-Teufen,Gemeindebeitrag an ZVV [Fr./Einw.],1997,37
Freienstein-Teufen,Gemeindebeitrag an ZVV [Fr./Einw.],1998,33
Freienstein-Teufen,Gemeindebeitrag an ZVV [Fr./Einw.],1999,30
Freienstein-Teufen,Gemeindebeitrag an ZVV [Fr./Einw.],2000,30
Freienstein-Teufen,Gemeindebeitrag an ZVV [Fr./Einw.],2001,29
Freienstein-Teufen,Gemeindebeitrag an ZVV [Fr./Einw.],2002,28
Freienstein-Teufen,Gemeindebeitrag an ZVV [Fr./Einw.],2003,30
Freienstein-Teufen,Gemeindebeitrag an ZVV [Fr./Einw.],2004,29
Freienstein-Teufen,Gemeindebeitrag an ZVV [Fr./Einw.],2005,30
Freienstein-Teufen,Gemeindebeitrag an ZVV [Fr./Einw.],2006,30
Freienstein-Teufen,Gemeindebeitrag an ZVV [Fr./Einw.],2007,29
Freienstein-Teufen,Gemeindebeitrag an ZVV [Fr./Einw.],2008,34
Freienstein-Teufen,Gemeindebeitrag an ZVV [Fr./Einw.],2009,38
Freienstein-Teufen,Gemeindebeitrag an ZVV [Fr./Einw.],2010,39
Freienstein-Teufen,Gemeindebeitrag an ZVV [Fr./Einw.],2011,39
Freienstein-Teufen,Gemeindebeitrag an ZVV [Fr./Einw.],2012,41
Freienstein-Teufen,Gemeindebeitrag an ZVV [Fr./Einw.],2013,38
Freienstein-Teufen,Gemeindebeitrag an ZVV [Fr./Einw.],2014,40
Freienstein-Teufen,Gemeindebeitrag an ZVV [Fr./Einw.],2015,41
Freienstein-Teufen,Gemeindebeitrag an ZVV [Fr./Einw.],2016,41
Freienstein-Teufen,Gemeindebeitrag an ZVV [Fr./Einw.],2017,49
Freienstein-Teufen,Gemeindebeitrag an ZVV [Fr./Einw.],2018,49
Freienstein-Teufen,Gemeindebeitrag an ZVV [Fr./Einw.],2019,46
Freienstein-Teufen,Gemeindebeitrag an ZVV [Fr./Einw.],2020,59
Freienstein-Teufen,Gemeindebeitrag an ZVV [Fr./Einw.],2021,69
Glattfelden,Gemeindebeitrag an ZVV [Fr./Einw.],1994,37
Glattfelden,Gemeindebeitrag an ZVV [Fr./Einw.],1995,38
Glattfelden,Gemeindebeitrag an ZVV [Fr./Einw.],1996,34
Glattfelden,Gemeindebeitrag an ZVV [Fr./Einw.],1997,34
Glattfelden,Gemeindebeitrag an ZVV [Fr./Einw.],1998,30
Glattfelden,Gemeindebeitrag an ZVV [Fr./Einw.],1999,27
Glattfelden,Gemeindebeitrag an ZVV [Fr./Einw.],2000,28
Glattfelden,Gemeindebeitrag an ZVV [Fr./Einw.],2001,27
Glattfelden,Gemeindebeitrag an ZVV [Fr./Einw.],2002,29
Glattfelden,Gemeindebeitrag an ZVV [Fr./Einw.],2003,32
Glattfelden,Gemeindebeitrag an ZVV [Fr./Einw.],2004,32
Glattfelden,Gemeindebeitrag an ZVV [Fr./Einw.],2005,30
Glattfelden,Gemeindebeitrag an ZVV [Fr./Einw.],2006,30
Glattfelden,Gemeindebeitrag an ZVV [Fr./Einw.],2007,29
Glattfelden,Gemeindebeitrag an ZVV [Fr./Einw.],2008,34
Glattfelden,Gemeindebeitrag an ZVV [Fr./Einw.],2009,35
Glattfelden,Gemeindebeitrag an ZVV [Fr./Einw.],2010,36
Glattfelden,Gemeindebeitrag an ZVV [Fr./Einw.],2011,36
Glattfelden,Gemeindebeitrag an ZVV [Fr./Einw.],2012,35
Glattfelden,Gemeindebeitrag an ZVV [Fr./Einw.],2013,33
Glattfelden,Gemeindebeitrag an ZVV [Fr./Einw.],2014,39
Glattfelden,Gemeindebeitrag an ZVV [Fr./Einw.],2015,38
Glattfelden,Gemeindebeitrag an ZVV [Fr./Einw.],2016,38
Glattfelden,Gemeindebeitrag an ZVV [Fr./Einw.],2017,40
Glattfelden,Gemeindebeitrag an ZVV [Fr./Einw.],2018,40
Glattfelden,Gemeindebeitrag an ZVV [Fr./Einw.],2019,38
Glattfelden,Gemeindebeitrag an ZVV [Fr./Einw.],2020,47
Glattfelden,Gemeindebeitrag an ZVV [Fr./Einw.],2021,54
Hochfelden,Gemeindebeitrag an ZVV [Fr./Einw.],1994,33
Hochfelden,Gemeindebeitrag an ZVV [Fr./Einw.],1995,32
Hochfelden,Gemeindebeitrag an ZVV [Fr./Einw.],1996,35
Hochfelden,Gemeindebeitrag an ZVV [Fr./Einw.],1997,31
Hochfelden,Gemeindebeitrag an ZVV [Fr./Einw.],1998,28
Hochfelden,Gemeindebeitrag an ZVV [Fr./Einw.],1999,25
Hochfelden,Gemeindebeitrag an ZVV [Fr./Einw.],2000,25
Hochfelden,Gemeindebeitrag an ZVV [Fr./Einw.],2001,24
Hochfelden,Gemeindebeitrag an ZVV [Fr./Einw.],2002,22
Hochfelden,Gemeindebeitrag an ZVV [Fr./Einw.],2003,25
Hochfelden,Gemeindebeitrag an ZVV [Fr./Einw.],2004,24
Hochfelden,Gemeindebeitrag an ZVV [Fr./Einw.],2005,21
Hochfelden,Gemeindebeitrag an ZVV [Fr./Einw.],2006,21
Hochfelden,Gemeindebeitrag an ZVV [Fr./Einw.],2007,20
Hochfelden,Gemeindebeitrag an ZVV [Fr./Einw.],2008,22
Hochfelden,Gemeindebeitrag an ZVV [Fr./Einw.],2009,25
Hochfelden,Gemeindebeitrag an ZVV [Fr./Einw.],2010,25
Hochfelden,Gemeindebeitrag an ZVV [Fr./Einw.],2011,23
Hochfelden,Gemeindebeitrag an ZVV [Fr./Einw.],2012,24
Hochfelden,Gemeindebeitrag an ZVV [Fr./Einw.],2013,23
Hochfelden,Gemeindebeitrag an ZVV [Fr./Einw.],2014,26
Hochfelden,Gemeindebeitrag an ZVV [Fr./Einw.],2015,27
Hochfelden,Gemeindebeitrag an ZVV [Fr./Einw.],2016,27
Hochfelden,Gemeindebeitrag an ZVV [Fr./Einw.],2017,27
Hochfelden,Gemeindebeitrag an ZVV [Fr./Einw.],2018,27
Hochfelden,Gemeindebeitrag an ZVV [Fr./Einw.],2019,25
Hochfelden,Gemeindebeitrag an ZVV [Fr./Einw.],2020,36
Hochfelden,Gemeindebeitrag an ZVV [Fr./Einw.],2021,41
Höri,Gemeindebeitrag an ZVV [Fr./Einw.],1994,47
Höri,Gemeindebeitrag an ZVV [Fr./Einw.],1995,48
Höri,Gemeindebeitrag an ZVV [Fr./Einw.],1996,51
Höri,Gemeindebeitrag an ZVV [Fr./Einw.],1997,49
Höri,Gemeindebeitrag an ZVV [Fr./Einw.],1998,43
Höri,Gemeindebeitrag an ZVV [Fr./Einw.],1999,38
Höri,Gemeindebeitrag an ZVV [Fr./Einw.],2000,35
Höri,Gemeindebeitrag an ZVV [Fr./Einw.],2001,33
Höri,Gemeindebeitrag an ZVV [Fr./Einw.],2002,32
Höri,Gemeindebeitrag an ZVV [Fr./Einw.],2003,35
Höri,Gemeindebeitrag an ZVV [Fr./Einw.],2004,35
Höri,Gemeindebeitrag an ZVV [Fr./Einw.],2005,36
Höri,Gemeindebeitrag an ZVV [Fr./Einw.],2006,38
Höri,Gemeindebeitrag an ZVV [Fr./Einw.],2007,36
Höri,Gemeindebeitrag an ZVV [Fr./Einw.],2008,42
Höri,Gemeindebeitrag an ZVV [Fr./Einw.],2009,46
Höri,Gemeindebeitrag an ZVV [Fr./Einw.],2010,48
Höri,Gemeindebeitrag an ZVV [Fr./Einw.],2011,44
Höri,Gemeindebeitrag an ZVV [Fr./Einw.],2012,45
Höri,Gemeindebeitrag an ZVV [Fr./Einw.],2013,41
Höri,Gemeindebeitrag an ZVV [Fr./Einw.],2014,43
Höri,Gemeindebeitrag an ZVV [Fr./Einw.],2015,43
Höri,Gemeindebeitrag an ZVV [Fr./Einw.],2016,45
Höri,Gemeindebeitrag an ZVV [Fr./Einw.],2017,36
Höri,Gemeindebeitrag an ZVV [Fr./Einw.],2018,36
Höri,Gemeindebeitrag an ZVV [Fr./Einw.],2019,32
Höri,Gemeindebeitrag an ZVV [Fr./Einw.],2020,39
Höri,Gemeindebeitrag an ZVV [Fr./Einw.],2021,44
Hüntwangen,Gemeindebeitrag an ZVV [Fr./Einw.],1994,54
Hüntwangen,Gemeindebeitrag an ZVV [Fr./Einw.],1995,53
Hüntwangen,Gemeindebeitrag an ZVV [Fr./Einw.],1996,51
Hüntwangen,Gemeindebeitrag an ZVV [Fr./Einw.],1997,49
Hüntwangen,Gemeindebeitrag an ZVV [Fr./Einw.],1998,46
Hüntwangen,Gemeindebeitrag an ZVV [Fr./Einw.],1999,41
Hüntwangen,Gemeindebeitrag an ZVV [Fr./Einw.],2000,40
Hüntwangen,Gemeindebeitrag an ZVV [Fr./Einw.],2001,39
Hüntwangen,Gemeindebeitrag an ZVV [Fr./Einw.],2002,36
Hüntwangen,Gemeindebeitrag an ZVV [Fr./Einw.],2003,38
Hüntwangen,Gemeindebeitrag an ZVV [Fr./Einw.],2004,39
Hüntwangen,Gemeindebeitrag an ZVV [Fr./Einw.],2005,36
Hüntwangen,Gemeindebeitrag an ZVV [Fr./Einw.],2006,35
Hüntwangen,Gemeindebeitrag an ZVV [Fr./Einw.],2007,30
Hüntwangen,Gemeindebeitrag an ZVV [Fr./Einw.],2008,34
Hüntwangen,Gemeindebeitrag an ZVV [Fr./Einw.],2009,36
Hüntwangen,Gemeindebeitrag an ZVV [Fr./Einw.],2010,38
Hüntwangen,Gemeindebeitrag an ZVV [Fr./Einw.],2011,36
Hüntwangen,Gemeindebeitrag an ZVV [Fr./Einw.],2012,37
Hüntwangen,Gemeindebeitrag an ZVV [Fr./Einw.],2013,34
Hüntwangen,Gemeindebeitrag an ZVV [Fr./Einw.],2014,33
Hüntwangen,Gemeindebeitrag an ZVV [Fr./Einw.],2015,34
Hüntwangen,Gemeindebeitrag an ZVV [Fr./Einw.],2016,34
Hüntwangen,Gemeindebeitrag an ZVV [Fr./Einw.],2017,40
Hüntwangen,Gemeindebeitrag an ZVV [Fr./Einw.],2018,40
Hüntwangen,Gemeindebeitrag an ZVV [Fr./Einw.],2019,37
Hüntwangen,Gemeindebeitrag an ZVV [Fr./Einw.],2020,43
Hüntwangen,Gemeindebeitrag an ZVV [Fr./Einw.],2021,50
Kloten,Gemeindebeitrag an ZVV [Fr./Einw.],1994,112
Kloten,Gemeindebeitrag an ZVV [Fr./Einw.],1995,112
Kloten,Gemeindebeitrag an ZVV [Fr./Einw.],1996,123
Kloten,Gemeindebeitrag an ZVV [Fr./Einw.],1997,118
Kloten,Gemeindebeitrag an ZVV [Fr./Einw.],1998,114
Kloten,Gemeindebeitrag an ZVV [Fr./Einw.],1999,105
Kloten,Gemeindebeitrag an ZVV [Fr./Einw.],2000,102
Kloten,Gemeindebeitrag an ZVV [Fr./Einw.],2001,100
Kloten,Gemeindebeitrag an ZVV [Fr./Einw.],2002,97
Kloten,Gemeindebeitrag an ZVV [Fr./Einw.],2003,106
Kloten,Gemeindebeitrag an ZVV [Fr./Einw.],2004,106
Kloten,Gemeindebeitrag an ZVV [Fr./Einw.],2005,116
Kloten,Gemeindebeitrag an ZVV [Fr./Einw.],2006,120
Kloten,Gemeindebeitrag an ZVV [Fr./Einw.],2007,112
Kloten,Gemeindebeitrag an ZVV [Fr./Einw.],2008,128
Kloten,Gemeindebeitrag an ZVV [Fr./Einw.],2009,153
Kloten,Gemeindebeitrag an ZVV [Fr./Einw.],2010,157
Kloten,Gemeindebeitrag an ZVV [Fr./Einw.],2011,167
Kloten,Gemeindebeitrag an ZVV [Fr./Einw.],2012,168
Kloten,Gemeindebeitrag an ZVV [Fr./Einw.],2013,160
Kloten,Gemeindebeitrag an ZVV [Fr./Einw.],2014,157
Kloten,Gemeindebeitrag an ZVV [Fr./Einw.],2015,160
Kloten,Gemeindebeitrag an ZVV [Fr./Einw.],2016,162
Kloten,Gemeindebeitrag an ZVV [Fr./Einw.],2017,158
Kloten,Gemeindebeitrag an ZVV [Fr./Einw.],2018,156
Kloten,Gemeindebeitrag an ZVV [Fr./Einw.],2019,143
Kloten,Gemeindebeitrag an ZVV [Fr./Einw.],2020,169
Kloten,Gemeindebeitrag an ZVV [Fr./Einw.],2021,193
Lufingen,Gemeindebeitrag an ZVV [Fr./Einw.],1994,77
Lufingen,Gemeindebeitrag an ZVV [Fr./Einw.],1995,76
Lufingen,Gemeindebeitrag an ZVV [Fr./Einw.],1996,93
Lufingen,Gemeindebeitrag an ZVV [Fr./Einw.],1997,89
Lufingen,Gemeindebeitrag an ZVV [Fr./Einw.],1998,80
Lufingen,Gemeindebeitrag an ZVV [Fr./Einw.],1999,71
Lufingen,Gemeindebeitrag an ZVV [Fr./Einw.],2000,60
Lufingen,Gemeindebeitrag an ZVV [Fr./Einw.],2001,58
Lufingen,Gemeindebeitrag an ZVV [Fr./Einw.],2002,51
Lufingen,Gemeindebeitrag an ZVV [Fr./Einw.],2003,58
Lufingen,Gemeindebeitrag an ZVV [Fr./Einw.],2004,58
Lufingen,Gemeindebeitrag an ZVV [Fr./Einw.],2005,59
Lufingen,Gemeindebeitrag an ZVV [Fr./Einw.],2006,59
Lufingen,Gemeindebeitrag an ZVV [Fr./Einw.],2007,57
Lufingen,Gemeindebeitrag an ZVV [Fr./Einw.],2008,65
Lufingen,Gemeindebeitrag an ZVV [Fr./Einw.],2009,70
Lufingen,Gemeindebeitrag an ZVV [Fr./Einw.],2010,69
Lufingen,Gemeindebeitrag an ZVV [Fr./Einw.],2011,62
Lufingen,Gemeindebeitrag an ZVV [Fr./Einw.],2012,62
Lufingen,Gemeindebeitrag an ZVV [Fr./Einw.],2013,60
Lufingen,Gemeindebeitrag an ZVV [Fr./Einw.],2014,62
Lufingen,Gemeindebeitrag an ZVV [Fr./Einw.],2015,62
Lufingen,Gemeindebeitrag an ZVV [Fr./Einw.],2016,59
Lufingen,Gemeindebeitrag an ZVV [Fr./Einw.],2017,72
Lufingen,Gemeindebeitrag an ZVV [Fr./Einw.],2018,67
Lufingen,Gemeindebeitrag an ZVV [Fr./Einw.],2019,65
Lufingen,Gemeindebeitrag an ZVV [Fr./Einw.],2020,78
Lufingen,Gemeindebeitrag an ZVV [Fr./Einw.],2021,85
Nürensdorf,Gemeindebeitrag an ZVV [Fr./Einw.],1994,40
Nürensdorf,Gemeindebeitrag an ZVV [Fr./Einw.],1995,40
Nürensdorf,Gemeindebeitrag an ZVV [Fr./Einw.],1996,39
Nürensdorf,Gemeindebeitrag an ZVV [Fr./Einw.],1997,37
Nürensdorf,Gemeindebeitrag an ZVV [Fr./Einw.],1998,35
Nürensdorf,Gemeindebeitrag an ZVV [Fr./Einw.],1999,31
Nürensdorf,Gemeindebeitrag an ZVV [Fr./Einw.],2000,31
Nürensdorf,Gemeindebeitrag an ZVV [Fr./Einw.],2001,30
Nürensdorf,Gemeindebeitrag an ZVV [Fr./Einw.],2002,30
Nürensdorf,Gemeindebeitrag an ZVV [Fr./Einw.],2003,36
Nürensdorf,Gemeindebeitrag an ZVV [Fr./Einw.],2004,36
Nürensdorf,Gemeindebeitrag an ZVV [Fr./Einw.],2005,37
Nürensdorf,Gemeindebeitrag an ZVV [Fr./Einw.],2006,38
Nürensdorf,Gemeindebeitrag an ZVV [Fr./Einw.],2007,39
Nürensdorf,Gemeindebeitrag an ZVV [Fr./Einw.],2008,44
Nürensdorf,Gemeindebeitrag an ZVV [Fr./Einw.],2009,44
Nürensdorf,Gemeindebeitrag an ZVV [Fr./Einw.],2010,44
Nürensdorf,Gemeindebeitrag an ZVV [Fr./Einw.],2011,46
Nürensdorf,Gemeindebeitrag an ZVV [Fr./Einw.],2012,47
Nürensdorf,Gemeindebeitrag an ZVV [Fr./Einw.],2013,45
Nürensdorf,Gemeindebeitrag an ZVV [Fr./Einw.],2014,43
Nürensdorf,Gemeindebeitrag an ZVV [Fr./Einw.],2015,43
Nürensdorf,Gemeindebeitrag an ZVV [Fr./Einw.],2016,44
Nürensdorf,Gemeindebeitrag an ZVV [Fr./Einw.],2017,41
Nürensdorf,Gemeindebeitrag an ZVV [Fr./Einw.],2018,41
Nürensdorf,Gemeindebeitrag an ZVV [Fr./Einw.],2019,38
Nürensdorf,Gemeindebeitrag an ZVV [Fr./Einw.],2020,50
Nürensdorf,Gemeindebeitrag an ZVV [Fr./Einw.],2021,58
Oberembrach,Gemeindebeitrag an ZVV [Fr./Einw.],1994,48
Oberembrach,Gemeindebeitrag an ZVV [Fr./Einw.],1995,47
Oberembrach,Gemeindebeitrag an ZVV [Fr./Einw.],1996,51
Oberembrach,Gemeindebeitrag an ZVV [Fr./Einw.],1997,49
Oberembrach,Gemeindebeitrag an ZVV [Fr./Einw.],1998,45
Oberembrach,Gemeindebeitrag an ZVV [Fr./Einw.],1999,41
Oberembrach,Gemeindebeitrag an ZVV [Fr./Einw.],2000,25
Oberembrach,Gemeindebeitrag an ZVV [Fr./Einw.],2001,25
Oberembrach,Gemeindebeitrag an ZVV [Fr./Einw.],2002,24
Oberembrach,Gemeindebeitrag an ZVV [Fr./Einw.],2003,27
Oberembrach,Gemeindebeitrag an ZVV [Fr./Einw.],2004,28
Oberembrach,Gemeindebeitrag an ZVV [Fr./Einw.],2005,25
Oberembrach,Gemeindebeitrag an ZVV [Fr./Einw.],2006,26
Oberembrach,Gemeindebeitrag an ZVV [Fr./Einw.],2007,25
Oberembrach,Gemeindebeitrag an ZVV [Fr./Einw.],2008,29
Oberembrach,Gemeindebeitrag an ZVV [Fr./Einw.],2009,30
Oberembrach,Gemeindebeitrag an ZVV [Fr./Einw.],2010,32
Oberembrach,Gemeindebeitrag an ZVV [Fr./Einw.],2011,30
Oberembrach,Gemeindebeitrag an ZVV [Fr./Einw.],2012,30
Oberembrach,Gemeindebeitrag an ZVV [Fr./Einw.],2013,28
Oberembrach,Gemeindebeitrag an ZVV [Fr./Einw.],2014,29
Oberembrach,Gemeindebeitrag an ZVV [Fr./Einw.],2015,30
Oberembrach,Gemeindebeitrag an ZVV [Fr./Einw.],2016,31
Oberembrach,Gemeindebeitrag an ZVV [Fr./Einw.],2017,27
Oberembrach,Gemeindebeitrag an ZVV [Fr./Einw.],2018,27
Oberembrach,Gemeindebeitrag an ZVV [Fr./Einw.],2019,25
Oberembrach,Gemeindebeitrag an ZVV [Fr./Einw.],2020,27
Oberembrach,Gemeindebeitrag an ZVV [Fr./Einw.],2021,32
Opfikon,Gemeindebeitrag an ZVV [Fr./Einw.],1994,111
Opfikon,Gemeindebeitrag an ZVV [Fr./Einw.],1995,112
Opfikon,Gemeindebeitrag an ZVV [Fr./Einw.],1996,124
Opfikon,Gemeindebeitrag an ZVV [Fr./Einw.],1997,123
Opfikon,Gemeindebeitrag an ZVV [Fr./Einw.],1998,106
Opfikon,Gemeindebeitrag an ZVV [Fr./Einw.],1999,95
Opfikon,Gemeindebeitrag an ZVV [Fr./Einw.],2000,90
Opfikon,Gemeindebeitrag an ZVV [Fr./Einw.],2001,86
Opfikon,Gemeindebeitrag an ZVV [Fr./Einw.],2002,83
Opfikon,Gemeindebeitrag an ZVV [Fr./Einw.],2003,92
Opfikon,Gemeindebeitrag an ZVV [Fr./Einw.],2004,90
Opfikon,Gemeindebeitrag an ZVV [Fr./Einw.],2005,88
Opfikon,Gemeindebeitrag an ZVV [Fr./Einw.],2006,89
Opfikon,Gemeindebeitrag an ZVV [Fr./Einw.],2007,109
Opfikon,Gemeindebeitrag an ZVV [Fr./Einw.],2008,121
Opfikon,Gemeindebeitrag an ZVV [Fr./Einw.],2009,147
Opfikon,Gemeindebeitrag an ZVV [Fr./Einw.],2010,148
Opfikon,Gemeindebeitrag an ZVV [Fr./Einw.],2011,166
Opfikon,Gemeindebeitrag an ZVV [Fr./Einw.],2012,165
Opfikon,Gemeindebeitrag an ZVV [Fr./Einw.],2013,158
Opfikon,Gemeindebeitrag an ZVV [Fr./Einw.],2014,159
Opfikon,Gemeindebeitrag an ZVV [Fr./Einw.],2015,155
Opfikon,Gemeindebeitrag an ZVV [Fr./Einw.],2016,146
Opfikon,Gemeindebeitrag an ZVV [Fr./Einw.],2017,139
Opfikon,Gemeindebeitrag an ZVV [Fr./Einw.],2018,137
Opfikon,Gemeindebeitrag an ZVV [Fr./Einw.],2019,126
Opfikon,Gemeindebeitrag an ZVV [Fr./Einw.],2020,146
Opfikon,Gemeindebeitrag an ZVV [Fr./Einw.],2021,169
Rafz,Gemeindebeitrag an ZVV [Fr./Einw.],1994,48
Rafz,Gemeindebeitrag an ZVV [Fr./Einw.],1995,46
Rafz,Gemeindebeitrag an ZVV [Fr./Einw.],1996,54
Rafz,Gemeindebeitrag an ZVV [Fr./Einw.],1997,52
Rafz,Gemeindebeitrag an ZVV [Fr./Einw.],1998,45
Rafz,Gemeindebeitrag an ZVV [Fr./Einw.],1999,40
Rafz,Gemeindebeitrag an ZVV [Fr./Einw.],2000,40
Rafz,Gemeindebeitrag an ZVV [Fr./Einw.],2001,39
Rafz,Gemeindebeitrag an ZVV [Fr./Einw.],2002,38
Rafz,Gemeindebeitrag an ZVV [Fr./Einw.],2003,43
Rafz,Gemeindebeitrag an ZVV [Fr./Einw.],2004,42
Rafz,Gemeindebeitrag an ZVV [Fr./Einw.],2005,39
Rafz,Gemeindebeitrag an ZVV [Fr./Einw.],2006,40
Rafz,Gemeindebeitrag an ZVV [Fr./Einw.],2007,36
Rafz,Gemeindebeitrag an ZVV [Fr./Einw.],2008,41
Rafz,Gemeindebeitrag an ZVV [Fr./Einw.],2009,43
Rafz,Gemeindebeitrag an ZVV [Fr./Einw.],2010,44
Rafz,Gemeindebeitrag an ZVV [Fr./Einw.],2011,43
Rafz,Gemeindebeitrag an ZVV [Fr./Einw.],2012,44
Rafz,Gemeindebeitrag an ZVV [Fr./Einw.],2013,42
Rafz,Gemeindebeitrag an ZVV [Fr./Einw.],2014,44
Rafz,Gemeindebeitrag an ZVV [Fr./Einw.],2015,44
Rafz,Gemeindebeitrag an ZVV [Fr./Einw.],2016,44
Rafz,Gemeindebeitrag an ZVV [Fr./Einw.],2017,61
Rafz,Gemeindebeitrag an ZVV [Fr./Einw.],2018,61
Rafz,Gemeindebeitrag an ZVV [Fr./Einw.],2019,56
Rafz,Gemeindebeitrag an ZVV [Fr./Einw.],2020,67
