BFS_NR,GEBIET_NAME,INDIKATOR_JAHR,Neuzulassungen  Dieselmotor [%],Neuzulassungen Benzinmotor [%],Neuzulassungen  Elektromotor [%],Neuzulassungen  Hybridantrieb [%],Neuzulassungen anderer Antrieb [%]
1,Aeugst a.A.,2002,10.6,89.4,0,0,0
1,Aeugst a.A.,2003,12.5,87.5,0,0,0
1,Aeugst a.A.,2004,15.4,84.6,0,0,0
1,Aeugst a.A.,2005,28.6,71.4,0,0,0
1,Aeugst a.A.,2006,34,64,0,2,0
1,Aeugst a.A.,2007,30.2,69.8,0,0,0
1,Aeugst a.A.,2008,32.8,65.6,0,1.6,0
1,Aeugst a.A.,2009,26.6,73.4,0,0,0
1,Aeugst a.A.,2010,16.7,83.3,0,0,0
1,Aeugst a.A.,2011,32.9,65.8,0,1.3,0
1,Aeugst a.A.,2012,34.1,63.6,0,2.3,0
1,Aeugst a.A.,2013,39.1,56.5,0,4.3,0
1,Aeugst a.A.,2014,31.6,64.5,3.9,0,0
1,Aeugst a.A.,2015,37.2,56.4,1.3,3.8,1.3
1,Aeugst a.A.,2016,33.8,59.5,4.1,2.7,0
1,Aeugst a.A.,2017,31.3,68.7,0,0,0
1,Aeugst a.A.,2018,26.4,65.3,1.4,6.9,0
1,Aeugst a.A.,2019,14.7,69.3,9.3,6.7,0
1,Aeugst a.A.,2020,13.8,46.6,20.7,19,0
1,Aeugst a.A.,2021,10.3,39.7,12.1,37.9,0
1,Aeugst a.A.,2022,12.2,22.4,36.7,28.6,0
1,Aeugst a.A.,2023,8.3,26.4,37.5,27.8,0
2,Affoltern a.A.,2002,14.2,85.8,0,0,0
2,Affoltern a.A.,2003,17.5,82.5,0,0,0
2,Affoltern a.A.,2004,19.1,80.9,0,0,0
2,Affoltern a.A.,2005,20.6,78.7,0,0,0.7
2,Affoltern a.A.,2006,26,73.3,0,0.7,0
2,Affoltern a.A.,2007,24.3,73.6,0,0.3,1.7
2,Affoltern a.A.,2008,24.1,72.6,0,2.2,1.1
2,Affoltern a.A.,2009,24.5,74.8,0,0.7,0
2,Affoltern a.A.,2010,23.9,74.8,0,1,0.3
2,Affoltern a.A.,2011,30.7,68.2,0,1.1,0
2,Affoltern a.A.,2012,37.3,61.5,0,1,0.2
2,Affoltern a.A.,2013,34.5,64.1,0,1.4,0
2,Affoltern a.A.,2014,37.1,60.5,1.2,0.9,0.3
2,Affoltern a.A.,2015,38.5,57.9,0.6,2.5,0.6
2,Affoltern a.A.,2016,39.8,54.5,1.6,4.1,0
2,Affoltern a.A.,2017,34.5,59,3.1,3.1,0.3
2,Affoltern a.A.,2018,26.5,63.2,1.8,7.1,1.5
2,Affoltern a.A.,2019,22.9,64.9,4.7,6.3,1.3
2,Affoltern a.A.,2020,24.9,50.2,7.4,17.5,0
2,Affoltern a.A.,2021,14.8,47.3,9.5,28.4,0
2,Affoltern a.A.,2022,8.6,35.8,27.6,28,0
2,Affoltern a.A.,2023,10.9,31.9,26.1,31.2,0
3,Bonstetten,2002,10.7,89.3,0,0,0
3,Bonstetten,2003,14.7,85.3,0,0,0
3,Bonstetten,2004,15.2,84.8,0,0,0
3,Bonstetten,2005,27.5,71.8,0,0,0.8
3,Bonstetten,2006,22,77.3,0,0.7,0
3,Bonstetten,2007,35.2,63.6,0,0.6,0.6
3,Bonstetten,2008,31,67.7,0,0.6,0.6
3,Bonstetten,2009,22.4,75.8,0,1.2,0.6
3,Bonstetten,2010,27.1,71,0.6,1.3,0
3,Bonstetten,2011,27.9,69.6,0,2.5,0
3,Bonstetten,2012,34.1,62.1,0.5,3.3,0
3,Bonstetten,2013,39,57.8,0,2.7,0.5
3,Bonstetten,2014,38,57,1.7,3.4,0
3,Bonstetten,2015,36.8,57,2.6,3.6,0
3,Bonstetten,2016,30.2,64.6,2.1,2.1,1
3,Bonstetten,2017,37.6,60.7,0.6,1.2,0
3,Bonstetten,2018,19.1,74.1,2.5,4.3,0
3,Bonstetten,2019,22.4,60.7,6,10.9,0
3,Bonstetten,2020,19.8,55,6.1,18.3,0.8
3,Bonstetten,2021,12.1,42.7,21,24.2,0
3,Bonstetten,2022,7.1,34.8,30.4,26.8,0.9
3,Bonstetten,2023,4.5,43.2,23.5,28.8,0
4,Hausen a.A.,2002,17.3,82.7,0,0,0
4,Hausen a.A.,2003,16.7,83.3,0,0,0
4,Hausen a.A.,2004,20.5,78.6,0,0,0.9
4,Hausen a.A.,2005,29.5,70.5,0,0,0
4,Hausen a.A.,2006,24.5,74.5,0,0.9,0
4,Hausen a.A.,2007,22.5,74.2,0,2.5,0.8
4,Hausen a.A.,2008,24.3,75.7,0,0,0
4,Hausen a.A.,2009,27.5,70.6,0,2,0
4,Hausen a.A.,2010,28.4,68.8,0.9,1.8,0
4,Hausen a.A.,2011,25.9,71.6,0,2.5,0
4,Hausen a.A.,2012,36.4,60,0,3.6,0
4,Hausen a.A.,2013,33.1,62,0.8,4.1,0
4,Hausen a.A.,2014,29.8,63.2,3.5,3.5,0
4,Hausen a.A.,2015,47.7,44.7,3,3,1.5
4,Hausen a.A.,2016,36.1,58.8,2.5,2.5,0
4,Hausen a.A.,2017,36.1,61.1,0,1.9,0.9
4,Hausen a.A.,2018,27.6,65.5,6,0.9,0
4,Hausen a.A.,2019,25.3,63.6,2,9.1,0
4,Hausen a.A.,2020,18.9,58.9,11.1,11.1,0
4,Hausen a.A.,2021,13.1,41.4,12.1,33.3,0
4,Hausen a.A.,2022,15,27.5,27.5,30,0
4,Hausen a.A.,2023,7.4,22.2,27.8,42.6,0
5,Hedingen,2002,10.9,89.1,0,0,0
5,Hedingen,2003,26.7,73.3,0,0,0
5,Hedingen,2004,12.8,83.7,0,0,3.5
5,Hedingen,2005,25.3,73.5,0,0,1.2
5,Hedingen,2006,25,70.5,0,4.5,0
5,Hedingen,2007,30.7,60.6,0,7.1,1.6
5,Hedingen,2008,29.4,67.6,0,2,1
5,Hedingen,2009,26.9,66.7,0,5.1,1.3
5,Hedingen,2010,25.7,68.3,0,5,1
5,Hedingen,2011,31.9,63.8,0,4.3,0
5,Hedingen,2012,36.7,62.4,0,0.9,0
5,Hedingen,2013,45.1,50.4,0,4.4,0
5,Hedingen,2014,32.2,60.3,0.8,5.8,0.8
5,Hedingen,2015,45.5,49.6,4.1,0.8,0
5,Hedingen,2016,41.9,53.2,0.8,3.2,0.8
5,Hedingen,2017,31.7,63.5,1,3.8,0
5,Hedingen,2018,31.9,56,6,5.2,0.9
5,Hedingen,2019,23,59,7.4,9.8,0.8
5,Hedingen,2020,28.2,46.2,10.3,14.5,0.9
5,Hedingen,2021,14.4,30,16.7,38.9,0
5,Hedingen,2022,11.1,26.4,26.4,36.1,0
5,Hedingen,2023,15.1,24.7,27.4,32.9,0
6,Kappel a.A.,2002,12.1,87.9,0,0,0
6,Kappel a.A.,2003,29.2,70.8,0,0,0
6,Kappel a.A.,2004,4.2,95.8,0,0,0
6,Kappel a.A.,2005,33.3,66.7,0,0,0
6,Kappel a.A.,2006,12,84,0,4,0
6,Kappel a.A.,2007,28.6,71.4,0,0,0
6,Kappel a.A.,2008,16.7,83.3,0,0,0
6,Kappel a.A.,2009,22.7,77.3,0,0,0
6,Kappel a.A.,2010,27.5,72.5,0,0,0
6,Kappel a.A.,2011,27.8,72.2,0,0,0
6,Kappel a.A.,2012,32.4,67.6,0,0,0
6,Kappel a.A.,2013,37.5,59.4,0,0,3.1
6,Kappel a.A.,2014,36.7,60,0,0,3.3
6,Kappel a.A.,2015,56.4,41,0,2.6,0
6,Kappel a.A.,2016,41.7,55.6,2.8,0,0
6,Kappel a.A.,2017,34.2,60.5,2.6,2.6,0
6,Kappel a.A.,2018,25.8,64.5,3.2,6.5,0
6,Kappel a.A.,2019,36.1,50,5.6,8.3,0
6,Kappel a.A.,2020,12.5,70.8,4.2,12.5,0
6,Kappel a.A.,2021,22.2,40.7,11.1,25.9,0
6,Kappel a.A.,2022,3.6,32.1,25,39.3,0
6,Kappel a.A.,2023,0,46.4,32.1,21.4,0
7,Knonau,2002,9.4,90.6,0,0,0
7,Knonau,2003,24.1,75.9,0,0,0
7,Knonau,2004,17.6,82.4,0,0,0
7,Knonau,2005,24.4,75.6,0,0,0
7,Knonau,2006,20.5,79.5,0,0,0
7,Knonau,2007,26.1,73.9,0,0,0
7,Knonau,2008,40,60,0,0,0
7,Knonau,2009,22.7,77.3,0,0,0
7,Knonau,2010,23.1,76.9,0,0,0
7,Knonau,2011,22.6,73.6,0,0,3.8
7,Knonau,2012,33.7,64,0,2.2,0
7,Knonau,2013,41.9,56.8,0,1.4,0
7,Knonau,2014,29.5,67.2,1.6,0,1.6
7,Knonau,2015,36.8,58.8,1.5,2.9,0
7,Knonau,2016,42,52.2,2.9,2.9,0
7,Knonau,2017,39.3,54.8,2.4,2.4,1.2
7,Knonau,2018,37.3,57.8,2.4,1.2,1.2
7,Knonau,2019,26.1,60.9,5.8,7.2,0
7,Knonau,2020,33.3,44.4,5.6,16.7,0
7,Knonau,2021,9,37.2,17.9,35.9,0
7,Knonau,2022,7.4,29.8,17,45.7,0
7,Knonau,2023,4.5,28.8,39.4,27.3,0
8,Maschwanden,2002,42.9,57.1,0,0,0
8,Maschwanden,2003,12.5,87.5,0,0,0
8,Maschwanden,2004,54.5,45.5,0,0,0
8,Maschwanden,2005,10,90,0,0,0
8,Maschwanden,2006,28.6,71.4,0,0,0
8,Maschwanden,2007,66.7,33.3,0,0,0
8,Maschwanden,2008,25,62.5,0,12.5,0
8,Maschwanden,2009,28.6,71.4,0,0,0
8,Maschwanden,2010,35.7,64.3,0,0,0
8,Maschwanden,2011,36.8,63.2,0,0,0
8,Maschwanden,2012,41.2,58.8,0,0,0
8,Maschwanden,2013,44,56,0,0,0
8,Maschwanden,2014,50,50,0,0,0
8,Maschwanden,2015,25,66.7,0,8.3,0
8,Maschwanden,2016,28.6,71.4,0,0,0
8,Maschwanden,2017,41.2,52.9,0,5.9,0
8,Maschwanden,2018,30,50,0,20,0
8,Maschwanden,2019,13.3,60,20,6.7,0
8,Maschwanden,2020,14.3,71.4,0,14.3,0
8,Maschwanden,2021,26.3,26.3,26.3,21.1,0
8,Maschwanden,2022,11.1,22.2,33.3,33.3,0
8,Maschwanden,2023,8.3,41.7,33.3,16.7,0
9,Mettmenstetten,2002,18.8,81.3,0,0,0
9,Mettmenstetten,2003,13.9,85.2,0,0,0.9
9,Mettmenstetten,2004,15.5,84.5,0,0,0
9,Mettmenstetten,2005,24.6,74.6,0,0,0.8
9,Mettmenstetten,2006,17.8,81.3,0,0.9,0
9,Mettmenstetten,2007,23.1,76.2,0,0.8,0
9,Mettmenstetten,2008,29.3,67.2,0,2.6,0.9
9,Mettmenstetten,2009,24.8,72.5,0,1.8,0.9
9,Mettmenstetten,2010,26.4,71.3,0,1.6,0.8
9,Mettmenstetten,2011,36.8,62.4,0,0.8,0
9,Mettmenstetten,2012,34.9,61.3,0,3.8,0
9,Mettmenstetten,2013,46.5,48.4,1.3,3.2,0.6
9,Mettmenstetten,2014,37.4,57.4,1.9,2.6,0.6
9,Mettmenstetten,2015,42.7,50.5,2.1,4.7,0
9,Mettmenstetten,2016,33.3,61.1,3.5,2.1,0
9,Mettmenstetten,2017,39.6,51.3,2.7,6.4,0
9,Mettmenstetten,2018,31,62.6,4,2.3,0
9,Mettmenstetten,2019,30.7,54.5,5.8,9,0
9,Mettmenstetten,2020,18.7,56,8.2,17.2,0
9,Mettmenstetten,2021,15.1,39.8,15.1,29.5,0.6
9,Mettmenstetten,2022,9.8,34.3,23.8,32.2,0
9,Mettmenstetten,2023,12.8,28.2,28.2,30.8,0
10,Obfelden,2002,15,85,0,0,0
10,Obfelden,2003,16.2,83.8,0,0,0
10,Obfelden,2004,28.3,71.7,0,0,0
10,Obfelden,2005,24.5,74.8,0,0,0.7
10,Obfelden,2006,22.2,77.8,0,0,0
10,Obfelden,2007,25.4,68.9,0,4.1,1.6
10,Obfelden,2008,28.2,66.4,0,0.8,4.6
10,Obfelden,2009,22.8,75,0,1.5,0.7
10,Obfelden,2010,20,76.1,0,3.2,0.6
10,Obfelden,2011,32.2,66.1,0,1.7,0
10,Obfelden,2012,40,58.9,0,1.1,0
10,Obfelden,2013,36.8,62.2,0,1.1,0
10,Obfelden,2014,37.6,58,1.9,2.5,0
10,Obfelden,2015,40.8,54.6,1.5,3.1,0
10,Obfelden,2016,44.6,51.2,2.4,1.8,0
10,Obfelden,2017,39.5,58.4,0,2.1,0
10,Obfelden,2018,31.4,60.3,2,6.4,0
10,Obfelden,2019,26.8,60.3,6.7,6.2,0
10,Obfelden,2020,14.7,55.8,8.5,20.9,0
10,Obfelden,2021,15.4,42.6,16.7,25.3,0
10,Obfelden,2022,6.9,35.9,29,28.3,0
10,Obfelden,2023,9.7,29.7,29.7,31,0
11,Ottenbach,2002,15.2,84.8,0,0,0
11,Ottenbach,2003,15,85,0,0,0
11,Ottenbach,2004,28.4,70.1,0,0,1.5
11,Ottenbach,2005,15.7,84.3,0,0,0
11,Ottenbach,2006,28.6,71.4,0,0,0
11,Ottenbach,2007,30.9,69.1,0,0,0
11,Ottenbach,2008,36.8,60,0,1.1,2.1
11,Ottenbach,2009,37.9,62.1,0,0,0
11,Ottenbach,2010,30.4,66.3,0,3.3,0
11,Ottenbach,2011,22.1,74.3,0,1.8,1.8
11,Ottenbach,2012,43.2,56.8,0,0,0
11,Ottenbach,2013,39.2,57.7,0,3.1,0
11,Ottenbach,2014,43.4,54.2,1.2,1.2,0
11,Ottenbach,2015,45.1,51,0,2.9,1
11,Ottenbach,2016,37.4,58.2,1.1,3.3,0
11,Ottenbach,2017,31.6,63.2,1.1,4.2,0
11,Ottenbach,2018,31.7,65.3,1,2,0
11,Ottenbach,2019,26.9,59.1,6.5,6.5,1.1
11,Ottenbach,2020,15.8,46.1,10.5,27.6,0
11,Ottenbach,2021,11.2,28.1,16.9,43.8,0
11,Ottenbach,2022,7,29.6,22.5,40.8,0
11,Ottenbach,2023,5.4,27,28.4,39.2,0
12,Rifferswil,2002,12,88,0,0,0
12,Rifferswil,2003,37.5,62.5,0,0,0
12,Rifferswil,2004,30,65,0,0,5
12,Rifferswil,2005,19,81,0,0,0
12,Rifferswil,2006,25,75,0,0,0
12,Rifferswil,2007,15.8,84.2,0,0,0
12,Rifferswil,2008,43.5,47.8,0,8.7,0
12,Rifferswil,2009,12.5,81.3,0,6.3,0
12,Rifferswil,2010,24,72,0,4,0
12,Rifferswil,2011,41.7,54.2,0,4.2,0
12,Rifferswil,2012,46.4,53.6,0,0,0
12,Rifferswil,2013,50,50,0,0,0
12,Rifferswil,2014,36.7,56.7,3.3,3.3,0
12,Rifferswil,2015,31.3,59.4,3.1,6.3,0
12,Rifferswil,2016,38.2,50,2.9,8.8,0
12,Rifferswil,2017,43.8,53.1,0,3.1,0
12,Rifferswil,2018,35.7,60.7,0,3.6,0
12,Rifferswil,2019,27.5,47.5,12.5,12.5,0
12,Rifferswil,2020,27.3,40.9,22.7,9.1,0
12,Rifferswil,2021,32,32,24,12,0
12,Rifferswil,2022,5.6,33.3,44.4,16.7,0
12,Rifferswil,2023,9.5,19,47.6,23.8,0
13,Stallikon,2002,14.7,85.3,0,0,0
13,Stallikon,2003,21.9,78.1,0,0,0
13,Stallikon,2004,18.8,81.2,0,0,0
13,Stallikon,2005,37.4,61.8,0,0,0.8
13,Stallikon,2006,24.5,71.3,0,4.2,0
13,Stallikon,2007,22.9,75.7,0,1.4,0
13,Stallikon,2008,33.3,64.1,0,1.7,0.9
13,Stallikon,2009,25,74.2,0,0.8,0
13,Stallikon,2010,28.4,70.3,0,1.3,0
13,Stallikon,2011,31.3,65.7,0,2.4,0.6
13,Stallikon,2012,36.7,59.4,0.6,3.3,0
13,Stallikon,2013,33.5,62.7,0,3.8,0
13,Stallikon,2014,35.5,57.6,0.6,6.4,0
13,Stallikon,2015,39.6,56.5,1.3,2.6,0
13,Stallikon,2016,45.4,51.8,0,2.8,0
13,Stallikon,2017,36.5,56.5,1.8,5.3,0
13,Stallikon,2018,33.1,60.4,1.4,5,0
13,Stallikon,2019,27.3,60.4,4.5,7.8,0
13,Stallikon,2020,22.8,55.9,11,9.6,0.7
13,Stallikon,2021,11.9,44.1,11.9,32.2,0
13,Stallikon,2022,6.6,23.6,34.9,34.9,0
13,Stallikon,2023,5.7,24.5,33,36.8,0
14,Wettswil a.A.,2002,12.6,87.4,0,0,0
14,Wettswil a.A.,2003,14.8,85.2,0,0,0
14,Wettswil a.A.,2004,17.2,82.8,0,0,0
14,Wettswil a.A.,2005,19.1,80.3,0,0,0.6
14,Wettswil a.A.,2006,24.9,73.4,0,1.2,0.6
14,Wettswil a.A.,2007,25.1,72.7,0,2.1,0
14,Wettswil a.A.,2008,27.8,68.9,0,3.3,0
14,Wettswil a.A.,2009,34,64.7,0,1.3,0
14,Wettswil a.A.,2010,33.5,63.7,0,2.2,0.5
14,Wettswil a.A.,2011,30.2,66.5,0.5,2.3,0.5
14,Wettswil a.A.,2012,38.3,58.7,0,2.3,0.8
14,Wettswil a.A.,2013,42.4,54.7,0,3,0
14,Wettswil a.A.,2014,38.4,58.8,0.9,1.9,0
14,Wettswil a.A.,2015,34.2,62.3,1.6,1.9,0
14,Wettswil a.A.,2016,43.1,52.5,2.2,2.2,0
14,Wettswil a.A.,2017,35.6,58.8,3.2,2,0.4
14,Wettswil a.A.,2018,31.9,60.5,3.3,4.3,0
14,Wettswil a.A.,2019,33.5,53.8,6.2,6.5,0
14,Wettswil a.A.,2020,27.9,46,12.1,14,0
14,Wettswil a.A.,2021,17.5,39.3,18.7,24.6,0
14,Wettswil a.A.,2022,11.2,33.2,25,30.6,0
14,Wettswil a.A.,2023,5.6,28.9,35,30.5,0
21,Adlikon (bis 2022),2002,13.6,86.4,0,0,0
21,Adlikon (bis 2022),2003,15.8,84.2,0,0,0
21,Adlikon (bis 2022),2004,24,76,0,0,0
21,Adlikon (bis 2022),2005,10.5,89.5,0,0,0
21,Adlikon (bis 2022),2006,6.9,93.1,0,0,0
21,Adlikon (bis 2022),2007,23.8,76.2,0,0,0
21,Adlikon (bis 2022),2008,26.3,73.7,0,0,0
21,Adlikon (bis 2022),2009,19.2,80.8,0,0,0
21,Adlikon (bis 2022),2010,21.7,78.3,0,0,0
21,Adlikon (bis 2022),2011,13.3,86.7,0,0,0
21,Adlikon (bis 2022),2012,37.5,62.5,0,0,0
21,Adlikon (bis 2022),2013,23.1,69.2,0,7.7,0
21,Adlikon (bis 2022),2014,36.8,63.2,0,0,0
21,Adlikon (bis 2022),2015,33.3,62.5,4.2,0,0
21,Adlikon (bis 2022),2016,37.5,54.2,0,8.3,0
21,Adlikon (bis 2022),2017,33.3,63,0,3.7,0
21,Adlikon (bis 2022),2018,30.4,60.9,8.7,0,0
21,Adlikon (bis 2022),2019,29.2,66.7,0,4.2,0
21,Adlikon (bis 2022),2020,29.4,47.1,0,23.5,0
21,Adlikon (bis 2022),2021,0,22.2,55.6,22.2,0
21,Adlikon (bis 2022),2022,25,43.8,18.8,12.5,0
22,Benken,2002,15.8,84.2,0,0,0
22,Benken,2003,23.8,76.2,0,0,0
22,Benken,2004,9.1,90.9,0,0,0
22,Benken,2005,5.6,88.9,0,0,5.6
22,Benken,2006,13.6,86.4,0,0,0
22,Benken,2007,10,80,0,10,0
22,Benken,2008,20,80,0,0,0
22,Benken,2009,33.3,66.7,0,0,0
22,Benken,2010,29.2,66.7,0,4.2,0
22,Benken,2011,37.5,62.5,0,0,0
22,Benken,2012,40.7,59.3,0,0,0
22,Benken,2013,30,66.7,0,3.3,0
22,Benken,2014,38.9,61.1,0,0,0
22,Benken,2015,30,66.7,0,3.3,0
22,Benken,2016,43.5,52.2,0,4.3,0
22,Benken,2017,26.5,67.6,2.9,2.9,0
22,Benken,2018,20.8,70.8,0,8.3,0
22,Benken,2019,28,52,12,8,0
22,Benken,2020,21.1,47.4,0,31.6,0
22,Benken,2021,6.7,40,26.7,26.7,0
22,Benken,2022,0,22.2,33.3,44.4,0
22,Benken,2023,0,38.9,38.9,22.2,0
23,Berg a.I.,2002,10.5,89.5,0,0,0
23,Berg a.I.,2003,29.4,70.6,0,0,0
23,Berg a.I.,2004,27.8,72.2,0,0,0
23,Berg a.I.,2005,23.1,76.9,0,0,0
23,Berg a.I.,2006,8.7,91.3,0,0,0
23,Berg a.I.,2007,35.3,64.7,0,0,0
23,Berg a.I.,2008,30.8,69.2,0,0,0
23,Berg a.I.,2009,37.5,62.5,0,0,0
23,Berg a.I.,2010,31.8,63.6,0,0,4.5
23,Berg a.I.,2011,33.3,62.5,0,0,4.2
23,Berg a.I.,2012,21.4,78.6,0,0,0
23,Berg a.I.,2013,25,75,0,0,0
23,Berg a.I.,2014,50,50,0,0,0
23,Berg a.I.,2015,18.8,81.3,0,0,0
23,Berg a.I.,2016,21.1,78.9,0,0,0
23,Berg a.I.,2017,33.3,60,6.7,0,0
23,Berg a.I.,2018,20,70,0,10,0
23,Berg a.I.,2019,21.1,78.9,0,0,0
23,Berg a.I.,2020,5.6,77.8,11.1,5.6,0
23,Berg a.I.,2021,0,66.7,8.3,25,0
23,Berg a.I.,2022,20,40,20,20,0
23,Berg a.I.,2023,0,22.2,22.2,55.6,0
24,Buch a.I.,2002,5,95,0,0,0
24,Buch a.I.,2003,21.9,78.1,0,0,0
24,Buch a.I.,2004,25,75,0,0,0
24,Buch a.I.,2005,20.8,79.2,0,0,0
24,Buch a.I.,2006,31,69,0,0,0
24,Buch a.I.,2007,18.8,81.3,0,0,0
24,Buch a.I.,2008,38.5,61.5,0,0,0
24,Buch a.I.,2009,30,70,0,0,0
24,Buch a.I.,2010,26.1,73.9,0,0,0
24,Buch a.I.,2011,43.3,56.7,0,0,0
24,Buch a.I.,2012,43.2,54.1,2.7,0,0
24,Buch a.I.,2013,50,47.5,0,2.5,0
24,Buch a.I.,2014,36.8,63.2,0,0,0
24,Buch a.I.,2015,35.1,62.2,2.7,0,0
24,Buch a.I.,2016,27,67.6,0,5.4,0
24,Buch a.I.,2017,31.7,63.4,2.4,2.4,0
24,Buch a.I.,2018,25.8,71,0,3.2,0
24,Buch a.I.,2019,29.4,64.7,5.9,0,0
24,Buch a.I.,2020,22.9,54.3,11.4,11.4,0
24,Buch a.I.,2021,16.7,22.2,25,36.1,0
24,Buch a.I.,2022,3.1,31.3,43.8,21.9,0
24,Buch a.I.,2023,3.1,43.8,15.6,37.5,0
25,Dachsen,2002,13,87,0,0,0
25,Dachsen,2003,26.3,73.7,0,0,0
25,Dachsen,2004,18.8,81.3,0,0,0
25,Dachsen,2005,24,76,0,0,0
25,Dachsen,2006,25,72.7,0,2.3,0
25,Dachsen,2007,21.9,75,0,0,3.1
25,Dachsen,2008,24.4,68.9,0,6.7,0
25,Dachsen,2009,18.4,79.6,0,0,2
25,Dachsen,2010,32.4,66.2,0,1.4,0
25,Dachsen,2011,20.3,79.7,0,0,0
25,Dachsen,2012,29.5,68.9,0,1.6,0
25,Dachsen,2013,51.8,44.6,0,1.8,1.8
25,Dachsen,2014,31.7,63.5,3.2,1.6,0
25,Dachsen,2015,41.5,54.7,1.9,0,1.9
25,Dachsen,2016,44.2,51.9,0,3.8,0
25,Dachsen,2017,44.9,49,4.1,2,0
25,Dachsen,2018,15.8,68.4,5.3,10.5,0
25,Dachsen,2019,11.6,72.1,7,7,2.3
25,Dachsen,2020,17.5,67.5,7.5,7.5,0
25,Dachsen,2021,18.6,44.2,25.6,11.6,0
25,Dachsen,2022,8.1,43.2,35.1,13.5,0
25,Dachsen,2023,11.6,25.6,30.2,32.6,0
26,Dorf,2002,4,96,0,0,0
26,Dorf,2003,40,60,0,0,0
26,Dorf,2004,8.7,91.3,0,0,0
26,Dorf,2005,53.3,46.7,0,0,0
26,Dorf,2006,38.1,57.1,0,4.8,0
26,Dorf,2007,31.3,68.8,0,0,0
26,Dorf,2008,47.8,52.2,0,0,0
26,Dorf,2009,42.9,50,0,7.1,0
26,Dorf,2010,29.4,64.7,0,5.9,0
26,Dorf,2011,17.6,82.4,0,0,0
26,Dorf,2012,39.1,56.5,0,4.3,0
26,Dorf,2013,36.8,63.2,0,0,0
26,Dorf,2014,66.7,29.2,0,4.2,0
26,Dorf,2015,48,48,0,4,0
26,Dorf,2016,45,55,0,0,0
26,Dorf,2017,37.5,56.3,0,6.3,0
26,Dorf,2018,34.5,58.6,3.4,3.4,0
26,Dorf,2019,21.4,50,7.1,21.4,0
26,Dorf,2020,15.4,61.5,15.4,7.7,0
26,Dorf,2021,15,30,5,50,0
26,Dorf,2022,21.4,35.7,21.4,21.4,0
26,Dorf,2023,8.3,33.3,25,33.3,0
27,Feuerthalen,2002,18.8,81.3,0,0,0
27,Feuerthalen,2003,27.1,72.9,0,0,0
27,Feuerthalen,2004,19.4,80.6,0,0,0
27,Feuerthalen,2005,21.1,78.9,0,0,0
27,Feuerthalen,2006,23.6,73,0,2.2,1.1
27,Feuerthalen,2007,23.7,72.2,0,3.1,1
27,Feuerthalen,2008,21.9,77.1,0,0,1
27,Feuerthalen,2009,27.2,71.6,0,0,1.2
27,Feuerthalen,2010,22.7,72.2,0,4.1,1
27,Feuerthalen,2011,26.9,72.3,0,0.8,0
27,Feuerthalen,2012,31.1,65.1,0,2.8,0.9
27,Feuerthalen,2013,31.9,66,0,2.1,0
27,Feuerthalen,2014,35.6,58.6,1.1,4.6,0
27,Feuerthalen,2015,38,56.5,2.2,3.3,0
27,Feuerthalen,2016,39.4,58.7,0,1.9,0
27,Feuerthalen,2017,34.8,59.6,2.2,3.4,0
27,Feuerthalen,2018,30.2,60.5,4.7,4.7,0
27,Feuerthalen,2019,22.7,68.2,2.3,6.8,0
27,Feuerthalen,2020,25,55.9,5.9,13.2,0
27,Feuerthalen,2021,23.4,32.8,10.9,32.8,0
27,Feuerthalen,2022,13,39,23.4,24.7,0
27,Feuerthalen,2023,10.4,37.3,16.4,35.8,0
28,Flaach,2002,13,87,0,0,0
28,Flaach,2003,12.1,87.9,0,0,0
28,Flaach,2004,29.4,70.6,0,0,0
28,Flaach,2005,18.9,81.1,0,0,0
28,Flaach,2006,36.1,61.1,0,2.8,0
28,Flaach,2007,33.3,66.7,0,0,0
28,Flaach,2008,21.2,75.8,0,3,0
28,Flaach,2009,42.1,55.3,0,2.6,0
28,Flaach,2010,30,67.5,0,2.5,0
28,Flaach,2011,41,53.8,0,5.1,0
28,Flaach,2012,42.3,55.8,0,1.9,0
28,Flaach,2013,52.1,45.8,2.1,0,0
28,Flaach,2014,43.4,54.7,1.9,0,0
28,Flaach,2015,38.9,55.6,0,5.6,0
28,Flaach,2016,48.1,38.5,3.8,9.6,0
28,Flaach,2017,43.2,51.4,0,5.4,0
28,Flaach,2018,29.2,58.3,4.2,8.3,0
28,Flaach,2019,19.1,66,2.1,12.8,0
28,Flaach,2020,27,43.2,8.1,21.6,0
28,Flaach,2021,26.2,33.3,21.4,19,0
28,Flaach,2022,10,27.5,35,27.5,0
28,Flaach,2023,5.1,17.9,23.1,53.8,0
29,Flurlingen,2002,11.5,88.5,0,0,0
29,Flurlingen,2003,14.3,85.7,0,0,0
29,Flurlingen,2004,24.3,75.7,0,0,0
29,Flurlingen,2005,29.1,69.1,0,0,1.8
29,Flurlingen,2006,25.9,70.4,0,0,3.7
29,Flurlingen,2007,36.4,61.4,0,0,2.3
29,Flurlingen,2008,25.5,70.2,0,4.3,0
29,Flurlingen,2009,30.4,65.2,0,4.3,0
29,Flurlingen,2010,20.8,79.2,0,0,0
29,Flurlingen,2011,23.3,76.7,0,0,0
29,Flurlingen,2012,38.5,61.5,0,0,0
29,Flurlingen,2013,44.9,55.1,0,0,0
29,Flurlingen,2014,56.7,40,0,3.3,0
29,Flurlingen,2015,30.4,63,4.3,2.2,0
