BFS_NR,GEBIET_NAME,INDIKATOR_JAHR,Neuzulassungen  Dieselmotor [%],Neuzulassungen Benzinmotor [%],Neuzulassungen  Elektromotor [%],Neuzulassungen  Hybridantrieb [%],Neuzulassungen anderer Antrieb [%]
0,Region Unterland,2015,35.7,53.3,7.6,3.1,0.3
0,Region Unterland,2016,37.6,53.6,4.3,4.3,0.2
0,Region Unterland,2017,36.1,54.6,3.6,5.4,0.3
0,Region Unterland,2018,30.4,52.9,11.8,4.6,0.3
0,Region Unterland,2019,27,60.3,4.4,8.2,0.2
0,Region Unterland,2020,23.7,53.5,7,15.5,0.3
0,Region Unterland,2021,14.9,40.9,12.5,31.6,0.1
0,Region Unterland,2022,9.7,34.6,19.6,36,0.1
0,Region Unterland,2023,7.2,32.9,22.9,36.9,0
0,Region Weinland,2002,17.1,82.9,0,0,0
0,Region Weinland,2003,23.4,76.6,0,0,0
0,Region Weinland,2004,25.4,74.4,0,0,0.1
0,Region Weinland,2005,27.6,71.6,0,0,0.8
0,Region Weinland,2006,26.9,71.2,0,1.6,0.2
0,Region Weinland,2007,27.1,69.9,0.1,1.5,1.4
0,Region Weinland,2008,27.2,69.8,0,2,1
0,Region Weinland,2009,27.9,69.7,0.1,1.6,0.7
0,Region Weinland,2010,24.9,73,0.1,1.8,0.2
0,Region Weinland,2011,30.3,67.2,0.1,2,0.4
0,Region Weinland,2012,35.5,61.6,0.5,2.1,0.3
0,Region Weinland,2013,36.8,60.1,0.4,2.5,0.2
0,Region Weinland,2014,38,57.4,1.5,3,0.1
0,Region Weinland,2015,36.7,58.8,1.4,2.9,0.2
0,Region Weinland,2016,40,54.6,1.3,4.1,0.1
0,Region Weinland,2017,35,57.6,2.6,4.8,0.1
0,Region Weinland,2018,27.6,62.1,3.8,6,0.5
0,Region Weinland,2019,24.2,60.5,5.6,9.2,0.4
0,Region Weinland,2020,23.9,54.3,8,13.7,0.2
0,Region Weinland,2021,16.7,39.7,17.9,25.5,0.1
0,Region Weinland,2022,13.2,36.4,26.9,23.5,0
0,Region Weinland,2023,9.2,30.1,28.3,32.4,0
0,Region Winterthur u. Umg.,2002,16.6,83.4,0,0,0
0,Region Winterthur u. Umg.,2003,18.8,80.9,0,0,0.3
0,Region Winterthur u. Umg.,2004,21.3,78.1,0,0,0.6
0,Region Winterthur u. Umg.,2005,24.8,74.1,0,0,1.1
0,Region Winterthur u. Umg.,2006,25.5,72.7,0,1,0.7
0,Region Winterthur u. Umg.,2007,29.4,67.8,0,1.5,1.3
0,Region Winterthur u. Umg.,2008,29,68.3,0,1.6,1.1
0,Region Winterthur u. Umg.,2009,25.7,71.6,0,1.7,1
0,Region Winterthur u. Umg.,2010,25.9,71.8,0,1.8,0.5
0,Region Winterthur u. Umg.,2011,30.2,67.5,0.1,2,0.3
0,Region Winterthur u. Umg.,2012,35.3,62,0.2,2.1,0.3
0,Region Winterthur u. Umg.,2013,36.7,60.1,0.5,2.6,0.2
0,Region Winterthur u. Umg.,2014,37,59.5,1.1,2.2,0.2
0,Region Winterthur u. Umg.,2015,38.2,56.9,1.6,3.1,0.2
0,Region Winterthur u. Umg.,2016,41.4,53.7,1.7,3.1,0.2
0,Region Winterthur u. Umg.,2017,36.8,57.1,2.2,3.6,0.3
0,Region Winterthur u. Umg.,2018,29.9,62.7,2.4,4.7,0.3
0,Region Winterthur u. Umg.,2019,27,60.1,5,7.5,0.3
0,Region Winterthur u. Umg.,2020,23.3,53.1,9,14.2,0.4
0,Region Winterthur u. Umg.,2021,16.6,39.5,14,29.8,0.1
0,Region Winterthur u. Umg.,2022,12.1,33.7,21.4,32.6,0.1
0,Region Winterthur u. Umg.,2023,10.3,30.2,25.8,33.7,0
0,Region Zimmerberg,2002,12.6,87.3,0,0,0.1
0,Region Zimmerberg,2003,16.5,83.4,0,0,0.1
0,Region Zimmerberg,2004,20,79.6,0,0,0.4
0,Region Zimmerberg,2005,23.1,76.2,0,0,0.7
0,Region Zimmerberg,2006,23.6,75.4,0,0.8,0.2
0,Region Zimmerberg,2007,26.4,71.8,0,1.3,0.5
0,Region Zimmerberg,2008,28.6,69.1,0,1.6,0.7
0,Region Zimmerberg,2009,26.1,72,0,1.3,0.6
0,Region Zimmerberg,2010,26.6,71.8,0.1,1.1,0.4
0,Region Zimmerberg,2011,31.5,66.9,0.1,1.5,0.1
0,Region Zimmerberg,2012,34.6,62.9,0.2,2,0.2
0,Region Zimmerberg,2013,35.6,62.1,0.4,1.8,0.1
0,Region Zimmerberg,2014,34.5,62.2,0.9,2,0.3
0,Region Zimmerberg,2015,39.3,57,1.2,2.2,0.3
0,Region Zimmerberg,2016,39.1,56,1.5,3.1,0.2
0,Region Zimmerberg,2017,36.1,58.2,1.6,3.9,0.2
0,Region Zimmerberg,2018,28.4,64.3,2.1,4.9,0.3
0,Region Zimmerberg,2019,25.3,61.4,5.6,7.5,0.2
0,Region Zimmerberg,2020,19.6,54,9.5,16.7,0.2
0,Region Zimmerberg,2021,12.4,40.7,14.9,32,0.1
0,Region Zimmerberg,2022,9.3,34.2,22.1,34.3,0.1
0,Region Zimmerberg,2023,6.6,32.8,25.3,35.3,0
0,Region Zürich,2002,15.1,84.9,0,0,0
0,Region Zürich,2003,19.5,80.3,0,0,0.2
0,Region Zürich,2004,21.4,78.1,0,0,0.5
0,Region Zürich,2005,25.3,73.8,0,0,0.9
0,Region Zürich,2006,28.3,69.9,0,1.2,0.6
0,Region Zürich,2007,29.8,67.4,0,1.6,1.2
0,Region Zürich,2008,32.2,65.1,0,1.9,0.8
0,Region Zürich,2009,30.4,66.6,0.1,2.1,0.9
0,Region Zürich,2010,29.1,67.3,1.1,1.9,0.6
0,Region Zürich,2011,32.9,63.9,0.7,2.2,0.3
0,Region Zürich,2012,40.3,56.4,0.5,2.4,0.4
0,Region Zürich,2013,41.5,54.6,0.5,3,0.3
0,Region Zürich,2014,40.6,54.3,1.4,3.2,0.4
0,Region Zürich,2015,42.8,51.7,1.8,3.4,0.4
0,Region Zürich,2016,44.3,49.1,2,4,0.6
0,Region Zürich,2017,40.1,52.7,2.3,4.2,0.6
0,Region Zürich,2018,33.2,58.5,2.2,5.6,0.6
0,Region Zürich,2019,29.7,53.8,6.3,9.7,0.5
0,Region Zürich,2020,23.5,47.9,9.3,18.5,0.7
0,Region Zürich,2021,16.6,37,13.1,33,0.3
0,Region Zürich,2022,11.7,32.2,20.8,35.2,0.1
0,Region Zürich,2023,10.2,28.7,25.6,35.5,0
0,Zürich - ganzer Kanton,2002,15.2,84.8,0,0,0
0,Zürich - ganzer Kanton,2003,19.3,80.6,0,0,0.1
0,Zürich - ganzer Kanton,2004,21.9,77.7,0,0,0.4
0,Zürich - ganzer Kanton,2005,25.7,73.4,0,0,0.8
0,Zürich - ganzer Kanton,2006,27.1,71.3,0,1.2,0.5
0,Zürich - ganzer Kanton,2007,29.7,67.6,0,1.6,1.2
0,Zürich - ganzer Kanton,2008,31.8,65.6,0,1.6,1
0,Zürich - ganzer Kanton,2009,29.2,68.4,0,1.7,0.8
0,Zürich - ganzer Kanton,2010,28.8,68.6,0.3,1.9,0.5
0,Zürich - ganzer Kanton,2011,32.6,64.7,0.3,2,0.4
0,Zürich - ganzer Kanton,2012,37,60.1,0.4,2.2,0.3
0,Zürich - ganzer Kanton,2013,38.6,57.9,0.7,2.6,0.2
0,Zürich - ganzer Kanton,2014,37.6,58.2,1.2,2.6,0.3
0,Zürich - ganzer Kanton,2015,39.9,54.5,2.2,3,0.3
0,Zürich - ganzer Kanton,2016,41.2,53,2,3.5,0.3
0,Zürich - ganzer Kanton,2017,37.8,55.7,2.1,4.1,0.4
0,Zürich - ganzer Kanton,2018,31,60.2,3.3,5.1,0.4
0,Zürich - ganzer Kanton,2019,27.5,58.6,5.1,8.4,0.4
0,Zürich - ganzer Kanton,2020,22.9,51.8,8.3,16.5,0.5
0,Zürich - ganzer Kanton,2021,15.7,39.5,13.6,31,0.1
0,Zürich - ganzer Kanton,2022,11.8,33.8,20.6,33.8,0.1
0,Zürich - ganzer Kanton,2023,9.7,30.5,24.7,35,0
